"corpus","utterance"
"tardif","those are shorts"
"tardif","where's the little boy's watch"
"tardif","that's right"
"tardif","where are the shoes"
"tardif","yes"
"tardif","and where's Nora's shoes"
"tardif","I see them"
"tardif","I see them"
"tardif","they are coming untied"
"tardif","where's his hands"
"tardif","yes"
"tardif","where's his watch"
"tardif","there's Mommy's watch right there"
"tardif","where's his head"
"tardif","that's right"
"tardif","and momma's head"
"tardif","where's his tummy"
"tardif","there ya go"
"tardif","doodle doodle"
"tardif","tickle Mommy's right"
"tardif","ah where's his feet"
"tardif","Jeff's at home he's with Daddy"
"tardif","he wasn't even out of bed when we left was he"
"tardif","are you gonna look at the duck"
"tardif","where's the duck"
"tardif","where's the duck's nose"
"tardif","oh that's right"
"tardif","no the tractor doesn't have a nose"
"tardif","that's a shovel"
"tardif","and moves it all around"
"tardif","from one place to the other"
"tardif","that's his watch"
"tardif","nope you want to go back to the duck"
"tardif","poor duck"
"tardif","need some water to swim in"
"tardif","yes he does"
"tardif","that's a nose you're right"
"tardif","kind of like that"
"tardif","but that's named the shovel"
"tardif","you want to look at another page"
"tardif","he's dancing"
"tardif","Mr frog"
"tardif","oh here"
"tardif","you want the dinosaur"
"tardif","what does she do"
"tardif","let's see what did she"
"tardif","here's that one"
"tardif","how did this one go"
"tardif","let's see"
"tardif","oh"
"tardif","look at him he's coming for ya"
"tardif","Nora"
"tardif","oh you don't like it"
"tardif","I'll turn him off"
"tardif","he is kind of"
"tardif","we'll just look at him okay"
"tardif","he is scary"
"tardif","he is pretty scary"
"tardif","you're okay here"
"tardif","okay here you don't like him should I put him down"
"tardif","oh baby"
"tardif","you want to frog back"
"tardif","let's make him dance"
"tardif","I don't think he is too scary"
"tardif","oh"
"tardif","Nora I'm dancing"
"tardif","a dancing frog"
"tardif","can you wind him up"
"tardif","I think all we have_to do is set him sown"
"tardif","there he goes he says by Nora Emily"
"tardif","is he still going to move"
"tardif","uh oh he stopped"
"tardif","let's see what else there is here"
"tardif","what's this"
"tardif","what does that do"
"tardif","does that do anything"
"tardif","huh"
"tardif","no you can't press those buttons down"
"tardif","you can move them back and forth and they make noise"
"tardif","you can move these"
"tardif","the green and the blue"
"tardif","but they don't make noise either"
"tardif","here's the phone"
"tardif","I think the eyeballs move on that one"
"tardif","hello"
"tardif","who is it"
"tardif","is it Dadda on the phone"
"tardif","hi Daddy can I talk to him"
"tardif","oh is it mommy on the phone"
"tardif","hi Nora how are you"
"tardif","are you playing with all of these different toys"
"tardif","yeah"
"tardif","uh oh look it a little puppy and the bird"
"tardif","floating down"
"tardif","roof"
"tardif","roof"
"tardif","tweet tweet"
"tardif","hi Nora"
"tardif","hi Nora"
"tardif","yeah there's the bird too"
"tardif","can we play it again"
"tardif","this old man he played nick nack"
"tardif","oh he played nick nack patty wack"
"tardif","give a dog a bone"
"tardif","there's the dog"
"tardif","yeah it does sound like Barney only Barney's is faster"
"tardif","oh that just twirls around"
"tardif","this is kind of like toast on the kitchen you've got"
"tardif","boing"
"tardif","uh"
"tardif","two"
"tardif","want to make them pop up"
"tardif","pop up the bird"
"tardif","can you get the bird to pop up"
"tardif","oh we're losing the phone"
"tardif","which one do you want"
"tardif","the other phone yes that's more modern isn't it"
"tardif","type of"
"tardif","hello Nora"
"tardif","oh how about I talk to you on your phone okay"
"tardif","Nora"
"tardif","you want the ball"
"tardif","you don't want to talk on the phone"
"tardif","you're not into that yet"
"tardif","lookit"
"tardif","how did she do that"
"tardif","oh what a ball"
"tardif","uh oh there it goes"
"tardif","boing"
"tardif","you can touch it"
"tardif","can you touch it"
"tardif","are you afraid"
"tardif","are you afraid"
"tardif","okay here"
"tardif","does that scare you"
"tardif","here let me turn it off"
"tardif","jeez I'm sorry"
"tardif","there"
"tardif","do you want to touch it now"
"tardif","a little dinosaur"
"tardif","you don't like that one either"
"tardif","it's okay honey"
"tardif","it's okay"
"tardif","you don't have_to play with it"
"tardif","yeah it's okay"
"tardif","you want to talk on the phone some more"
"tardif","no"
"tardif","you want to talk on the phone with mommy"
"tardif","you want to talk on the phone"
"tardif","okay we'll move that on over there"
"tardif","I'm going to use this phone okay"
"tardif","do you want to call up Grandma and Pappa"
"tardif","talk to them on the phone"
"tardif","Pappa hi Pappa"
"tardif","Pappa is out in Arizona for a while we won't be able to see them for a while"
"tardif","I know I'm going to miss them too"
"tardif","where ya going kiddo"
"tardif","you're not going to get too close to that ball"
"tardif","are you"
"tardif","you like the frog"
"tardif","are you gonna make him dance some more"
"tardif","want me to wind him up"
"tardif","want me to wind him up"
"tardif","there he goes"
"tardif","whoa"
"tardif","hey mom I'm dancing"
"tardif","oh"
"tardif","what"
"tardif","which one do you want"
"tardif","do you want the ball back"
"tardif","no"
"tardif","do you want the frog"
"tardif","you like this"
"tardif","oh no if you push push his head down"
"tardif","are you gonna watch the frog"
"tardif","haha is she wiggling"
"tardif","oh look at here"
"tardif","look at his legs move oh"
"tardif","yeah"
"tardif","I think this on Nora"
"tardif","look it if you put the head down"
"tardif","roar"
"tardif","oh a dinosaur"
"tardif","here he comes"
"tardif","Nora watch"
"tardif","watch the dinosaur"
"tardif","oh ho ho ho"
"tardif","you can push his head down and he goes really fast"
"tardif","oh ho ho ho"
"tardif","push his head down that's it"
"tardif","and then"
"tardif","oh"
"tardif","here make him come to me"
"tardif","can you make him come to me"
"tardif","haha"
"tardif","can you push his head down"
"tardif","he's going to get ya"
"tardif","oh"
"tardif","gonna getch ya"
"tardif","oh"
"tardif","you want the frog"
"tardif","you don't want the dinosaur"
"tardif","whoa there it goes"
"tardif","what if we do this"
"tardif","ring"
"tardif","so much for the dinosaur huh"
"tardif","oh look at the frog on my hand"
"tardif","the frog's not dancing anymore"
"tardif","now what do you want"
"tardif","now what looks interesting"
"tardif","huh"
"tardif","oh"
"tardif","that was kind of neat to get him off the table"
"tardif","whoa"
"tardif","you're make him go on the floor"
"tardif","no you don't care about the dinosaur anymore"
"tardif","there's this"
"tardif","and the phone"
"tardif","yeah those are just beads"
"tardif","those are green and blue"
"tardif","beads green"
"tardif","those are just buttons"
"tardif","they don't push down though"
"tardif","they're not like on our tape recorder they don't push down"
"tardif","you can't hear any music"
"tardif","hello"
"tardif","hello Nora"
"tardif","how are you"
"tardif","are you having fun playing"
"tardif","no"
"tardif","you aren't having fun playing"
"tardif","are you having fun talking on the phone with me"
"tardif","no"
"tardif","oh"
"tardif","I can't hear you now"
"tardif","all I can hear is the squeaking noise"
"tardif","scrunch"
"tardif","what"
"tardif","Nora"
"tardif","where's the dinosaur"
"tardif","what else did you play with here"
"tardif","the dinosaur's on the floor"
"tardif","did you look at a book"
"tardif","yeah"
"tardif","are you telling me bye"
"tardif","talk"
"tardif","bye"
"tardif","ring"
"tardif","ring"
"tardif","you can push the buttons on yours"
"tardif","should we dial home"
"tardif","should we dial daddy"
"tardif","hi daddy"
"tardif","hi Nora"
"tardif","hi Daddy"
"tardif","Nora what are you doing"
"tardif","vroom"
"tardif","Say vroom"
"tardif","vroom"
"tardif","vroom"
"tardif","drool"
"tardif","drools"
"tardif","bunny"
"tardif","yes"
"tardif","little bunny"
"tardif","does it squeak"
"tardif","no"
"tardif","what's this"
"tardif","chick"
"tardif","no"
"tardif","doesn't make any noise does it"
"tardif","what's this"
"tardif","can you put these on top"
"tardif","that's a big girl"
"tardif","can you make a tower"
"tardif","look at like Mommy does"
"tardif","good girl"
"tardif","can you make one now"
"tardif","build a tower"
"tardif","that's a good girl"
"tardif","can you put that on top"
"tardif","will it sit"
"tardif","will it sit on there"
"tardif","huh no"
"tardif","oh you're going to make a real tall one"
"tardif","those are fun to bang"
"tardif","the car"
"tardif","oh lookit the car can go through the tunnel"
"tardif","vroom vroom vroom"
"tardif","whoa there goes the motorcycle through the tunnel"
"tardif","and the car"
"tardif","he's doing a wheely"
"tardif","vroom vroom vroom vroom"
"tardif","uh oh collapse"
"tardif","good girl"
"tardif","we are going to make it nice and tall"
"tardif","hey look at here"
"tardif","you can stack them up"
"tardif","oh yeah it's getting nice and tall nice and high"
"tardif","oh put more on"
"tardif","yeah that's fun to do isn't it"
"tardif","stack those all up"
"tardif","we don't have any of these at home"
"tardif","blocks"
"tardif","no"
"tardif","car"
"tardif","what is that"
"tardif","bike"
"tardif","that's right good girl"
"tardif","bike"
"tardif","no he doesn't come off he stays right on there"
"tardif","oh lookit he can jump all over all of the blocks"
"tardif","oh look stack up nice and tall"
"tardif","that's a big girl"
"tardif","uh oh"
"tardif","those are hard to do that"
"tardif","there are some other little ones"
"tardif","yeah"
"tardif","are you gonna get those kind they roll"
"tardif","I don't think you can hold them all Nora"
"tardif","oh here's another one"
"tardif","can you get in"
"tardif","what are we going to do with these"
"tardif","you don't know want to stack them up"
"tardif","let's see how high we can stack them"
"tardif","uh oh"
"tardif","want me to hold it"
"tardif","I'll help and hold it okay"
"tardif","there's all these round ones"
"tardif","do you know what color that is"
"tardif","it's blue"
"tardif","can you say blue"
"tardif","blue"
"tardif","blue yeah"
"tardif","those are blue"
"tardif","are you going to give up on those"
"tardif","bunny"
"tardif","bunny is nice and soft yeah"
"tardif","oh give the bunny a kiss"
"tardif","do you want the chick too"
"tardif","chick chick chick chick"
"tardif","bawk"
"tardif","bawk"
"tardif","that's right"
"tardif","bawk bawk bawk bawk"
"tardif","that's what the chicken says"
"tardif","bawk bawk"
"tardif","bawk"
"tardif","bawk bawk bawk bawk"
"tardif","oh"
"tardif","oh nice and soft"
"tardif","yeah"
"tardif","that's right"
"tardif","that's what a bunny or a chicken says"
"tardif","I don't know what a bunny says"
"tardif","I don't think anything"
"tardif","you're going to do it okay"
"tardif","yeah"
"tardif","now these would be fun to have at home"
"tardif","throw it all around"
"tardif","oh oh"
"tardif","what are you gonna get"
"tardif","you have everything were you can reach it right"
"tardif","careful honey can you get up there"
"tardif","can you get up there"
"tardif","that's a girl"
"tardif","here why don't we"
"tardif","let's see"
"tardif","what"
"tardif","oh you want the orange ones"
"tardif","is that the ones you want"
"tardif","the orange color"
"tardif","oh"
"tardif","okay then put it on there"
"tardif","orange that's right"
"tardif","that's another orange one"
"tardif","yep"
"tardif","were are the other orange ones"
"tardif","yes"
"tardif","you are so smart"
"tardif","do you know that"
"tardif","yes you are"
"tardif","yeah"
"tardif","this one's the blue"
"tardif","this is blue"
"tardif","orange"
"tardif","can you say orange"
"tardif","orange"
"tardif","that is hard to say I know"
"tardif","oh look at is standing up there"
"tardif","put another one on there"
"tardif","big girl"
"tardif","oh oh oh oh"
"tardif","is it gonna go high"
"tardif","uh oh"
"tardif","I didn't think it was going to go that high"
"tardif","these are slippery"
"tardif","these are slippery"
"tardif","that's the car and the bike"
"tardif","are you gonna drive them over"
"tardif","look they can go"
"tardif","they can jump"
"tardif","oh right over the blocks"
"tardif","look at there"
"tardif","boink"
"tardif","vroom vroom"
"tardif","thank"
"tardif","please"
"tardif","bike yes"
"tardif","that's a bike"
"tardif","that's a car"
"tardif","block"
"tardif","block"
"tardif","another block"
"tardif","another one"
"tardif","a blue block"
"tardif","another one"
"tardif","can you like them all up"
"tardif","block"
"tardif","that's blue"
"tardif","that's blue too"
"tardif","yes they are fun to bang"
"tardif","I like to put them in a nice tall tower"
"tardif","and you like to knock it down"
"tardif","yes you do"
"tardif","uh oh"
"tardif","look at this"
"tardif","look at this"
"tardif","whoa"
"tardif","look at how tall that is"
"tardif","look at how high that is"
"tardif","here let's"
"tardif","are you gonna put another"
"tardif","are you gonna put that on on"
"tardif","will it stay"
"tardif","you don't want that one on there"
"tardif","or are you gonna put it on there yourself"
"tardif","there"
"tardif","uh oh"
"tardif","what"
"tardif","what"
"tardif","oh you're going to put the car on there that's a good idea"
"tardif","will that stay"
"tardif","you want the bike"
"tardif","here's the bike"
"tardif","bike and there's Daddy riding uh huh"
"tardif","I wonder where Daddy's going"
"tardif","these little wheels or tires"
"tardif","they go round and round"
"tardif","bike"
"tardif","yep that's Daddy on the bike he's going on a trip"
"tardif","maybe he is going to go see Grandma and Grandpa"
"tardif","oh nice and tall"
"tardif","did we drop a couple of things"
"tardif","here's a couple over here"
"tardif","whacha doing"
"tardif","yep Daddy's in the car"
"tardif","who's on the bike"
"tardif","is there anybody on the bike"
"tardif","Daddy's in the car too"
"tardif","is somebody in the car"
"tardif","let's find out"
"tardif","Daddy"
"tardif","he doesn't come off he stays on the bike"
"tardif","car"
"tardif","can you say car"
"tardif","car"
"tardif","and bike"
"tardif","and Daddy on the bike"
"tardif","and that's where Daddy would sit in the car"
"tardif","is that the baby"
"tardif","here"
"tardif","oh what's that"
"tardif","that's a kitty"
"tardif","what does a kitty say"
"tardif","meow meow"
"tardif","ah what's that"
"tardif","ball"
"tardif","do you know what that is"
"tardif","no that's a pot"
"tardif","that's what you put on your head"
"tardif","there's a pretty butterfly"
"tardif","maybe you put it on your head"
"tardif","mhm there's a dinosaur Bud likes dinosaurs"
"tardif","mhm"
"tardif","ah what's that"
"tardif","oh is that a baby is that a xxx"
"tardif","is that the baby kitty"
"tardif","what does the baby kitty say"
"tardif","Catura"
"tardif","what's that"
"tardif","is that a baby"
"tardif","that's a boy"
"tardif","who is that"
"tardif","does that look like Bud"
"tardif","that's a boy like Bud"
"tardif","oh look at that"
"tardif","that's a tractor"
"tardif","do you know what that is"
"tardif","quack quack quack quack quack quack"
"tardif","what are these"
"tardif","those shoes"
"tardif","are those Peyo"
"tardif","Peyo"
"tardif","we'll go bye bye soon"
"tardif","those are carrots those are what you don't like to eat"
"tardif","that's what Cindy grows in her garden"
"tardif","ah what's that"
"tardif","is that a baby bear"
"tardif","you know what that is"
"tardif","ah what's that"
"tardif","is that a happy birthday hat"
"tardif","hey"
"tardif","that's a telephone"
"tardif","ring ring ring ring"
"tardif","hello"
"tardif","who is it"
"tardif","and that's a violin which you've never seen in your life"
"tardif","and meesy mouse"
"tardif","is that a meesy mouse"
"tardif","ha did you get a really big bite"
"tardif","you're getting crumbs all over the place"
"tardif","here lets see what else we have"
"tardif","aw here's pretty flowers"
"tardif","those are the kind you blow"
"tardif","where you going"
"tardif","no you're not going outside"
"tardif","oh here's a car"
"tardif","here's a boy playing in the sand"
"tardif","is that a sandbox"
"tardif","like at Phillips house"
"tardif","and there's a car"
"tardif","vroom vroom vroom vroom"
"tardif","that the car"
"tardif","ah what's that"
"tardif","that an apple"
"tardif","here's an umbrella"
"tardif","rain"
"tardif","here's a birdy"
"tardif","wanna see the birdy"
"tardif","see the birdy"
"tardif","tweet tweet tweet tweet"
"tardif","tweet tweet"
"tardif","here's a doggie"
"tardif","wanna see the doggie"
"tardif","what does a doggie say"
"tardif","bow wow wow wow"
"tardif","yeah you can have your"
"tardif","can you get it"
"tardif","ah ah"
"tardif","here's a"
"tardif","no"
"tardif","is that a"
"tardif","what's that"
"tardif","do you know what that is"
"tardif","no"
"tardif","that's a tree"
"tardif","ah what's that"
"tardif","is that the baby"
"tardif","do we feed the baby a baba"
"tardif","do you know what that is"
"tardif","that's a"
"tardif","hmm we'll go bye bye soon"
"tardif","let's see what other pictures they have"
"tardif","oh what's that"
"tardif","what's this here"
"tardif","that's an airplane"
"tardif","that's an airplane"
"tardif","that's okay"
"tardif","oh motorcycle"
"tardif","vroom vroom vroom vroom"
"tardif","wanna come up here"
"tardif","comere"
"tardif","soon"
"tardif","here's a pencil"
"tardif","and you draw with that"
"tardif","what's this"
"tardif","what's this"
"tardif","what's that"
"tardif","oh is that a boat"
"tardif","it's the boat in the"
"tardif","xxx that"
"tardif","hmm"
"tardif","oh what's that"
"tardif","oh froggie"
"tardif","oh one of those"
"tardif","bugs"
"tardif","are those bugs"
"tardif","and that's a froggie"
"tardif","froggie"
"tardif","froggie"
"tardif","there's a hat"
"tardif","hat"
"tardif","there's a tractor"
"tardif","soon soon"
"tardif","here let's look at that frog again"
"tardif","see that froggie"
"tardif","let's see what else we have here"
"tardif","do ya like the boat"
"tardif","you wanna look at it"
"tardif","you tell mommy what you see"
"tardif","do you wanna read me the story"
"tardif","read me the story"
"tardif","here"
"tardif","and the airplane"
"tardif","mommy's going on an airplane tomorrow"
"tardif","ah and there's the ba"
"tardif","let's see"
"tardif","there's the doggie"
"tardif","is that the little doggie"
"tardif","you want down"
"tardif","hmm"
"tardif","we'll go bye bye soon"
"tardif","mommy's looking at this book"
"tardif","you wanna look at the book"
"tardif","there's a birdy"
"tardif","a ba"
"tardif","car"
"tardif","we'll go bye bye real soon"
"tardif","she won't come and touch you"
"tardif","it's okay"
"tardif","this isn't the doctor's"
"tardif","and there's the flowers"
"tardif","we can blow on those flowers"
"tardif","hmm"
"tardif","is that your last little crumb"
"tardif","let's see"
"tardif","where's the bear"
"tardif","is that a bear like teddy"
"tardif","you a little hungry"
"tardif","there's shoes"
"tardif","Peyo Peyo"
"tardif","there's the duck"
"tardif","hmm"
"tardif","the duck"
"tardif","you"
"tardif","ah there's the boy"
"tardif","ah there's the kitty"
"tardif","does that look like Moe"
"tardif","except Moe doesn't sit in your lap"
"tardif","ah is that the kitty"
"tardif","is that the girl"
"tardif","ah see she's petting the kitty and the kitty's happy"
"tardif","soon soon we'll go bye bye and we'll go see papa and Di"
"tardif","we'll go see Di in a little bit"
"tardif","is this the ball"
"tardif","no sweetie you can't open the door right now okay"
"tardif","comere"
"tardif","yeah we'll go see Di in a little bit"
"tardif","right now we're gonna play okay"
"tardif","wanna play for a little bit"
"tardif","does your nose hurt"
"tardif","wanna go see Moe"
"tardif","Moe is outside"
"tardif","Di is ninight"
"tardif","papa's ninight too"
"tardif","you wanna come here"
"tardif","you wanna sit with me"
"tardif","where are we going"
"tardif","Mamaw's"
"tardif","no we're not going to see Mamaw right now"
"tardif","where are we going"
"tardif","no that's not the way out"
"tardif","c'mere"
"tardif","c'mere"
"tardif","yeah we'll go see Di in a little bit okay"
"tardif","okay"
"tardif","we'll go see papa in a little bit too"
"tardif","yeah those buttons don't push down that just goes like that"
"tardif","like that"
"tardif","yeah we'll go bye bye soon"
"tardif","these are so"
"tardif","these are some pretty neat toys huh"
"tardif","let's see the phone"
"tardif","here you go away"
"tardif","he's gone he's gone"
"tardif","he went bye bye"
"tardif","he went bye bye"
"tardif","here let's call let's call Di"
"tardif","let's call Di"
"tardif","you wanna do that"
"tardif","call her up"
"tardif","can you ring her up"
"tardif","yeah we'll go bye bye soon"
"tardif","hello"
"tardif","yes"
"tardif","Nicky's here"
"tardif","we're playing with toys but he's not too happy"
"tardif","no"
"tardif","yeah"
"tardif","here you wanna talk to Mamaw"
"tardif","for pretend"
"tardif","say hi"
"tardif","hi Mamaw"
"tardif","oh bye bye"
"tardif","say bye bye"
"tardif","bye bye"
"tardif","oh mommy wants to see this one"
"tardif","let's look at this one"
"tardif","doing doing doing doing"
"tardif","oh Monagot you good"
"tardif","I didn't see that"
"tardif","with"
"tardif","look there's a doggie"
"tardif","he"
"tardif","there's a birdy"
"tardif","hmm"
"tardif","here"
"tardif","doing doing"
"tardif","doing doing"
"tardif","there goes the birdy"
"tardif","see"
"tardif","here comes the what"
"tardif","here comes"
"tardif","here can on that"
"tardif","this"
"tardif","ring ring"
"tardif","ring ring"
"tardif","whoopsie"
"tardif","what is that"
"tardif","that's"
"tardif","is that a telephone"
"tardif","that's a Barney"
"tardif","who ya gonna call"
"tardif","you gonna call someone"
"tardif","say hi"
"tardif","who did you call"
"tardif","hmm"
"tardif","did you call Di"
"tardif","did you call Di or Mamaw"
"tardif","hmm"
"tardif","your mommy wants to see some of these that move but you can stay over here"
"tardif","you stay right here"
"tardif","mommy just wants to see these"
"tardif","you wanna see what this one does"
"tardif","I've never seen of these"
"tardif","look at that"
"tardif","okay okay"
"tardif","it's all done it's all done"
"tardif","mom will put that one away"
"tardif","that one went bye bye"
"tardif","bye bye"
"tardif","that one went bye bye"
"tardif","should we see if this one moves"
"tardif","here this one won't do that watch"
"tardif","watch"
"tardif","just watch"
"tardif","see that's all he does"
"tardif","you want him to go bye bye"
"tardif","he'll go bye bye"
"tardif","he's bye bye"
"tardif","bye bye"
"tardif","should he go bye bye too"
"tardif","he's very nice and furry"
"tardif","do you want to pet him"
"tardif","Bud has dinosaurs like this"
"tardif","he'll"
"tardif","he's bye bye"
"tardif","he's bye bye"
"tardif","so is this little guy"
"tardif","they're all bye bye"
"tardif","we'll just play with these"
"tardif","we'll"
"tardif","those toys all went bye bye"
"tardif","they went bye bye"
"tardif","we'll go bye bye real soon"
"tardif","here mom to"
"tardif","here should we call Di"
"tardif","here let's see"
"tardif","hello Di"
"tardif","hi"
"tardif","yes we're going to come home really soon and see you"
"tardif","do you wanna say hi"
"tardif","say hi"
"tardif","no"
"tardif","bye bye"
"tardif","here"
"tardif","this is a good one"
"tardif","there's the kitty"
"tardif","this"
"tardif","this"
"tardif","hmm"
"tardif","here"
"tardif","ah"
"tardif","yeah we'll go bye bye soon"
"tardif","oh look at that"
"tardif","good job"
"tardif","can you xxx some good music"
"tardif","you know what"
"tardif","that one goes on this thing"
"tardif","ugh"
"tardif","down"
"tardif","there"
"tardif","now here"
"tardif","ugh"
"tardif","that's right it sticks"
"tardif","is that your hat"
"tardif","take"
"tardif","or is that a happy birthday hat"
"tardif","sing happy"
"tardif","hey"
"tardif","right"
"tardif","no squeak"
"tardif","uh"
"tardif","ugh"
"tardif","ah ah"
"tardif","okay"
"tardif","does that go on your head"
"tardif","or does that go on your nose"
"tardif","or does that go on your teeth"
"tardif","or does that go on your tummy"
"tardif","or does that go on your head"
"tardif","or does that go on your nose"
"tardif","or does that go on your belly button"
"tardif","where is your belly button"
"tardif","does that go on your ear"
"tardif","does that go on your ear"
"tardif","that your hat"
"tardif","hmm"
"tardif","does that go on mommy's head"
"tardif","oh no look"
"tardif","look"
"tardif","it's stuck"
"tardif","here"
"tardif","there"
"tardif","hey"
"tardif","whoopsie"
"tardif","it's"
"tardif","knickers"
"tardif","no we watch bunny when we get home okay"
"tardif","right now we're gonna play with these toys"
"tardif","wanna"
"tardif","hmm"
"tardif","what does a car say"
"tardif","the car says bye bye"
"tardif","we'll go bye bye in a little bit okay"
"tardif","look at the little bunny"
"tardif","whoopsie"
"tardif","we'll see Di in a little bit"
"tardif","Di's at home"
"tardif","we'll go bye bye soon"
"tardif","wanna build something"
"tardif","there"
"tardif","mom will build you a tower"
"tardif","huh is he gonna go under it"
"tardif","here"
"tardif","wanna make him go under"
"tardif","there"
"tardif","yeah"
"tardif","see"
"tardif","whoopsie"
"tardif","there"
"tardif","oh"
"tardif","oh no"
"tardif","should we make it again"
"tardif","oh"
"tardif","here"
"tardif","oh thank"
"tardif","do you wanna knock it down"
"tardif","look how big it's getting"
"tardif","we'll go bye bye soon"
"tardif","we'll go bye bye soon we're just gonna play for a little bit"
"tardif","should I put the bunny on top"
"tardif","see"
"tardif","or should I put the car on top"
"tardif","hmm"
"tardif","oh"
"tardif","ah yeah"
"tardif","we'll go bye bye soon"
"tardif","do you want your"
"tardif","here I'll put the motorcycle on top"
"tardif","yeah"
"tardif","oh thank"
"tardif","here how about this"
"tardif","watch this"
"tardif","watch"
"tardif","watch this Nicky"
"tardif","watch this"
"tardif","boom"
"tardif","yeah"
"tardif","again"
"tardif","here"
"tardif","again"
"tardif","yeah"
"tardif","here"
"tardif","crash the car"
"tardif","whoops"
"tardif","yeah"
"tardif","whoops thank"
"tardif","whoopsie"
"tardif","yeah"
"tardif","again"
"tardif","here let's knock down"
"tardif","no she's not coming back she's not coming back"
"tardif","it's just me and you"
"tardif","yeah"
"tardif","she's not coming back yet"
"tardif","she's not gonna touch you"
"tardif","quack quack quack quack quack quack quack quack"
"tardif","we'll go bye bye in a little bit okay"
"tardif","is it the motorcycle"
"tardif","we'll go bye bye soon"
"tardif","we'll go bye bye soon"
"tardif","wanna sing a song"
"tardif","what song"
"tardif","should we sing take me out to the ball game"
"tardif","take me out to the ball game take me out"
"tardif","we'll go bye bye real soon"
"tardif","real soon"
"tardif","oh look at this one"
"tardif","there"
"tardif","soon"
"tardif","oh look at what he does"
"tardif","he comes up off his seat and goes whaa"
"tardif","whaa"
"tardif","haha"
"tardif","soon"
"tardif","wanna talk on the phone"
"tardif","who is it"
"tardif","say hi"
"tardif","say hi Mamaw"
"tardif","is that Mamaw"
"tardif","oh is that Di"
"tardif","tell Di what you're doing"
"tardif","yeah bye bye"
"tardif","who should we call"
"tardif","ring ring ring ring"
"tardif","ring ring"
"tardif","take"
"tardif","but"
"tardif","yeah"
"tardif","ringringringring"
"tardif","ring ring"
"tardif","say hello"
"tardif","hello"
"tardif","bye bye"
"tardif","hi Mamaw"
"tardif","yes we're playing"
"tardif","yes and Di's here"
"tardif","yes we'll see you tomorrow"
"tardif","bye bye"
"tardif","here"
"tardif","hmm"
"tardif","we'll go bye bye real soon"
"tardif","see the little bunny"
"tardif","he kinda looks like a little cow"
"tardif","what is that huh"
"tardif","now don't pull"
"tardif","see"
"tardif","we'll go bye bye soon"
"tardif","we'll go bye bye soon"
"tardif","are you sleepy"
"tardif","do you want a cracker"
"tardif","here you can have some pretzels"
"tardif","you want a little"
"tardif","oh you want the cracker"
"tardif","there you go"
"tardif","here"
"tardif","should we see how big a tower we can build"
"tardif","here"
"tardif","let's see"
"tardif","whoops"
"tardif","is that good"
"tardif","ah that"
"tardif","roar"
"tardif","there's a chair"
"tardif","and a dandelion"
"tardif","and there's a car your right"
"tardif","yes"
"tardif","look there's bugs"
"tardif","and there's a ball"
"tardif","and there's carrots"
"tardif","and shoes"
"tardif","and a mushroom"
"tardif","and apples and a dolly"
"tardif","yeah ball"
"tardif","let's see"
"tardif","huh what's that"
"tardif","no that's a lion"
"tardif","roar yeah that's how a lion goes"
"tardif","the"
"tardif","huh what's that"
"tardif","ball"
"tardif","have it saucepan"
"tardif","huh yes"
"tardif","whaddaya do with the ball"
"tardif","take ball"
"tardif","yes that's a saucepan"
"tardif","that's pan"
"tardif","huh what's that"
"tardif","that's a dinosaur"
"tardif","what's that"
"tardif","butterfly"
"tardif","that's a butterfly"
"tardif","yeah"
"tardif","just like in your hungry little caterpillar"
"tardif","oh look at the dinosaur"
"tardif","roar yes"
"tardif","look what does she have"
"tardif","she has a kitty cat"
"tardif","she's holding a kitty cat"
"tardif","meow"
"tardif","that's a turtle"
"tardif","not a turtle"
"tardif","huh look there's a little boy"
"tardif","who"
"tardif","he"
"tardif","shoes yeah"
"tardif","and he's got a watch"
"tardif","and that's another little boy"
"tardif","hmm and we see his back"
"tardif","where's his hand"
"tardif","say there's his hand"
"tardif","yes that's your hand"
"tardif","see and there's his ear"
"tardif","ear"
"tardif","yeah he's got one in the pictures see"
"tardif","and he's got hair"
"tardif","back"
"tardif","wanna go forward"
"tardif","what's that"
"tardif","is that a snort"
"tardif","that's a bulldozer"
"tardif","a bulldozer"
"tardif","what's that"
"tardif","quack quack quack"
"tardif","what's that"
"tardif","what's that"
"tardif","what you have some of those"
"tardif","what are those"
"tardif","shoes"
"tardif","those are carrots yes"
"tardif","good for carrots"
"tardif","what's that"
"tardif","can you say that"
"tardif","those are shoes and carrots"
"tardif","what's that"
"tardif","is that a teddy bear"
"tardif","dat a teddy bear"
"tardif","oh you're getting bored huh"
"tardif","is that a telephone"
"tardif","okay what's that"
"tardif","do you have a teddy bear"
"tardif","do you have a teddy bear at home"
"tardif","yeah ya do"
"tardif","you have a teddy at home"
"tardif","there's a wheelbarrow"
"tardif","you go for wheelbarrow rides"
"tardif","bless you"
"tardif","god bless you"
"tardif","table"
"tardif","there's a clowns hat"
"tardif","look at the clowns hat and saw"
"tardif","telephone"
"tardif","and a wheelbarrow"
"tardif","and there's a violin"
"tardif","and a mouse"
"tardif","that's a silly looking mouse"
"tardif","is that a silly looking mouse"
"tardif","that's a silly looking mouse"
"tardif","huh okay"
"tardif","dandelion"
"tardif","yeah there's a comb"
"tardif","and there's a flower"
"tardif","there's a dandelion"
"tardif","oh you like pickin those"
