"Corpus","Utterance"
"brent","breathe"
"brent","you're such a meanie baby"
"brent","www"
"brent","yeah"
"brent","www"
"brent","www"
"brent","come here Morgie"
"brent","you ready to go take a bath"
"brent","hands for dinner"
"brent","gosh"
"brent","I don't know what you're saying baby"
"brent","let's wash your hands for dinner"
"brent","dinner dinner dinner"
"brent","you want some dinner"
"brent","Morgan do you want dinner"
"brent","Morgan"
"brent","don't do that"
"brent","you'll squash Mommy's hand"
"brent","ow"
"brent","come on sweetie"
"brent","do you want dinner Morgan"
"brent","dinner"
"brent","yeah"
"brent","are you tired"
"brent","you shouldn't be tired"
"brent","d you not take a nap today at Miss Alice's"
"brent","there you go"
"brent","www"
"brent","www"
"brent","hey sweetie"
"brent","www"
"brent","www"
"brent","dinner"
"brent","yes dinner"
"brent","that's right"
"brent","dinner"
"brent","dinner"
"brent","what's Mommy doing"
"brent","huh"
"brent","what's Mommy doing"
"brent","hair"
"brent","that's Mommy's hair"
"brent","hat"
"brent","yes you could put a hat on there but Mommy not wearing a hat"
"brent","that's just Mommy's hair and it's not nice of you to pull it"
"brent","what are you doing"
"brent","whatcha doing big girl"
"brent","whatcha shaking your head about"
"brent","huh"
"brent","what's all that head shaking about"
"brent","head shaking"
"brent","shaking"
"brent","outside"
"brent","can you say outside"
"brent","that's outside"
"brent","you know what we're gonna have for dinner Morgan"
"brent","outside"
"brent","that's right"
"brent","we're gonna have spaghetti"
"brent","we're gonna have spaghetti for dinner"
"brent","can you say spaghetti"
"brent","can you say spaghetti"
"brent","spaghetti"
"brent","that's right"
"brent","spaghetti"
"brent","spaghetti"
"brent","Morgan sit"
"brent","Morgan sit down"
"brent","hmm"
"brent","hmm"
"brent","Mommy's"
"brent","teeth"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","what's going on baby"
"brent","hi"
"brent","www"
"brent","www"
"brent","Morgan sit down"
"brent","there you go"
"brent","I take your shoes off"
"brent","I take your shoes off"
"brent","www"
"brent","is that funny"
"brent","is that just funny"
"brent","www"
"brent","ow ow"
"brent","Morgan sit"
"brent","Morgan sit down"
"brent","sit down"
"brent","thank"
"brent","thank"
"brent","there you go"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","hey hey"
"brent","are you ready for dinner"
"brent","are you ready for dinner"
"brent","would you like some spaghetti"
"brent","can you say"
"brent","spaghetti"
"brent","spaghetti"
"brent","yeah spaghetti"
"brent","spaghetti spaghetti"
"brent","Morgan eating spaghetti"
"brent","www"
"brent","www"
"brent","would you like some bread"
"brent","hot"
"brent","hot"
"brent","say hot"
"brent","hot"
"brent","that's right"
"brent","touch it"
"brent","touch"
"brent","here comes Daddy with your spaghetti"
"brent","spaghetti"
"brent","www"
"brent","let's put your bib on"
"brent","okay here's your spoon"
"brent","xxx"
"brent","want a bite"
"brent","bite"
"brent","here you go"
"brent","that's right"
"brent","mm"
"brent","no Mommy doesn't want it"
"brent","you you get it"
"brent","mm"
"brent","mkay Mommy wants to get something to eat"
"brent","www"
"brent","mm spaghetti"
"brent","is that good spaghetti"
"brent","yeah what a mess you're making"
"brent","can't get anything on that spoon huh"
"brent","was that good"
"brent","thanks"
"brent","Morgan don't do that"
"brent","mm"
"brent","it's yummy huh"
"brent","mm"
"brent","no Mommy doesn't want your spoon"
"brent","thank"
"brent","you eat"
"brent","watch"
"brent","see Mommy"
"brent","mm"
"brent","water"
"brent","water"
"brent","would you like a cup of water Morgan"
"brent","I guess so"
"brent","mm"
"brent","water"
"brent","drinking your water"
"brent","yeah"
"brent","that's gross"
"brent","did you give up on the spoon sweetie"
"brent","that's right"
"brent","that's your spoon"
"brent","spoon"
"brent","that's right"
"brent","spoon"
"brent","what"
"brent","eat your spaghetti"
"brent","throw your water on the floor"
"brent","no"
"brent","you can't get it"
"brent","you threw it down"
"brent","you'll have_to just eat spaghetti"
"brent","yeah that's spaghetti"
"brent","spaghetti"
"brent","that's right"
"brent","you eat spaghetti"
"brent","it's good"
"brent","very good"
"brent","yummy"
"brent","mm"
"brent","mm"
"brent","www"
"brent","me"
"brent","hi"
"brent","Morgan say hi"
"brent","what just happened"
"brent","where he go"
"brent","hi"
"brent","hi"
"brent","you know you got spaghetti all up your nose"
"brent","yeah that's your nose"
"brent","actually that's your eye"
"brent","head"
"brent","that's your head"
"brent","can you say head"
"brent","what"
"brent","you go now"
"brent","where you gonna go now"
"brent","you want some applesauce"
"brent","Mommy will get you some applesauce"
"brent","www"
"brent","applesauce"
"brent","applesauce"
"brent","I hope you're not expecting strawberries"
"brent","these are actually apples"
"brent","applesauce"
"brent","apple"
"brent","mm"
"brent","apple"
"brent","applesauce"
"brent","www"
"brent","applesauce"
"brent","mm applesauce"
"brent","here you go"
"brent","you ready"
"brent","mm"
"brent","Morgan"
"brent","applesauce"
"brent","say hi"
"brent","say hi"
"brent","www"
"brent","applesauce"
"brent","Morgan you want some applesauce"
"brent","applesauce"
"brent","applesauce"
"brent","uhhuh"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","Morgan"
"brent","applesauce"
"brent","applesauce"
"brent","Morgan look"
"brent","mm"
"brent","applesauce"
"brent","you want some applesauce"
"brent","yeah is that good"
"brent","what"
"brent","say byebye Daddy"
"brent","say byebye"
"brent","byebye Daddy"
"brent","byebye"
"brent","yeah that's Daddy"
"brent","that's Daddy"
"brent","Daddy gonna go outside"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","applesauce"
"brent","www"
"brent","www"
"brent","applesauce"
"brent","www"
"brent","www"
"brent","www"
"brent","isn't it Morgan"
"brent","say I like it"
"brent","you wanna try"
"brent","applesauce"
"brent","you wan try"
"brent","www"
"brent","mm"
"brent","www"
"brent","www"
"brent","okay"
"brent","you want some applesauce"
"brent","you gonna eat it with your hands"
"brent","no"
"brent","is that funny Morgan"
"brent","mm"
"brent","that is a messy way to eat applesauce sweetie"
"brent","mm"
"brent","Mommy gonna go turn on your water"
"brent","are you gonna stay here and finish your applesauce"
"brent","okay"
"brent","Mommy gonna turn on the water for your bath"
"brent","you need a bath"
"brent","you definitely need a bath"
"brent","you are one messy little girl"
"brent","sit there and finish your applesauce"
"brent","Mommy will be right back"
"brent","here's some water"
"brent","stay there"
"brent","like you could go anywhere"
"brent","the water on baby"
"brent","the water on"
"brent","eat your applesauce"
"brent","are you done baby"
"brent","have some water"
"brent","mm"
"brent","are you ready to get out and go upstairs"
"brent","let's go"
"brent","go upstairs"
"brent","let's just wash your face"
"brent","can we wash your face"
"brent","can Mommy wash your face"
"brent","yeah"
"brent","let's just wipe you off there a little"
"brent","no no no"
"brent","leave that alone"
"brent","leave that alone"
"brent","Mama just gonna wipe you off a little so we can go upstairs"
"brent","you wanna go upstairs"
"brent","there you go"
"brent","Morgan"
"brent","out"
"brent","that's right"
"brent","but you're gonna have_to leave this stuff here"
"brent","let's leave this dirty old bib here too"
"brent","yeah"
"brent","that's"
"brent","applesauce covered noodles there"
"brent","are you ready"
"brent","ready to go upstairs"
"brent","you do what"
"brent","get a bath"
"brent","we can wash dinner off your face"
"brent","and then"
"brent","after we get dinner off your face"
"brent","maybe we'll go outside and play a little"
"brent","yeah"
"brent","you put your hand in the water"
"brent","your hand gets clean huh"
"brent","isn't that nice"
"brent","what do you wanna wear tonight"
"brent","look"
"brent","there we go"
"brent","there's some clothes Morgie can wear"
"brent","let's get some socks"
"brent","socks"
"brent","there's some socks"
"brent","okay"
"brent","are you ready to get in the tub"
"brent","tub"
"brent","let Mommy check the water"
"brent","no no"
"brent","see sweetie"
"brent","you have_to take your socks off"
"brent","let's take off your socks"
"brent","whoa there you go"
"brent","now we have_to take off your pants"
"brent","are you ready"
"brent","pants"
"brent","pants"
"brent","that's right"
"brent","okay"
"brent","now we have_to take off your tee shirt"
"brent","snap snap snap"
"brent","okay let's"
"brent","take that off"
"brent","what's that"
"brent","stand there"
"brent","now we have_to take off your diaper"
"brent","hold on"
"brent","all done"
"brent","almost"
"brent","there you go"
"brent","there you go"
"brent","you gonna climb in by yourself"
"brent","I think you should let Mommy pick you up and put you in"
"brent","okay you can go in"
"brent","Mama got you"
"brent","go on"
"brent","hard isn't it"
"brent","lemme give you a boost"
"brent","there you go"
"brent","what a sweetie"
"brent","what a sweetie"
"brent","you're gonna have_to quit playing with the drain plug"
"brent","no no no no no no no"
"brent","Morgan look"
"brent","look at all these toys Mommy has for you"
"brent","I don't want you playing with that one"
"brent","now if you keep that up Mommy gonna have_to get your bath seat out and make you sit in it in one spot"
"brent","can you put those back in the bag"
"brent","can you"
"brent","a little high isn't it"
"brent","Mommy will bring it down for you"
"brent","there you go"
"brent","now you can put them in"
"brent","that's fun isn't it"
"brent","let's check our recording"
"brent","are we recording"
"brent","hello"
"brent","yes we are"
"brent","there is sound"
"brent","what"
"brent","what are you laughing about silly girl"
"brent","silly girl"
"brent","hi"
"brent","goodbye"
"brent","I'm not going anywhere"
"brent","where's Mommy"
"brent","where's Mommy"
"brent","hi"
"brent","there's Mommy"
"brent","that's bunny isn't it"
"brent","where's Morgan"
"brent","hi"
"brent","there you are"
"brent","what are you doing there"
"brent","what's that"
"brent","is that a toe"
"brent","toe"
"brent","that's right"
"brent","those are Mommy's toes"
"brent","toe"
"brent","toe"
"brent","toe"
"brent","oh yes"
"brent","thank"
"brent","thank"
"brent","uhoh it's raining"
"brent","uhoh it's raining"
"brent","look"
"brent","it's raining"
"brent","look"
"brent","it's raining"
"brent","whatcha doing"
"brent","look"
"brent","did Morgan get down this soap"
"brent","soap"
"brent","soap"
"brent","Mommy gonna wash your hair"
"brent","are you ready for Mommy to wash your hair"
"brent","oh what a good girl you are"
"brent","you put that back up all by yourself"
"brent","what a good girl you are"
"brent","but Mommy still gonna wash your hair"
"brent","okay sit down sweetie"
"brent","we sit down in the bath"
"brent","sit down"
"brent","thank"
"brent","good girl"
"brent","Mommy gonna wash your hair"
"brent","there we go"
"brent","now you're gonna have clean hair"
"brent","clean spaghetti free hair"
"brent","clean clean spaghetti free hair"
"brent","no"
"brent","no Morgan"
"brent","there you go"
"brent","clean clean spaghetti free hair"
"brent","let's see if we can have a clean clean spaghetti free nose"
"brent","come"
"brent","let Mommy wash your face"
"brent","sweetie it's not that bad"
"brent","Mommy just washing your face"
"brent","there you go"
"brent","now Mommy washing your belly"
"brent","belly"
"brent","now Mommy washing your arm"
"brent","and your hands"
"brent","Mommy washing your hands"
"brent","you gonna have some clean hands"
"brent","soap"
"brent","that's the soap"
"brent","soap"
"brent","Mommy washing your hands"
"brent","okay"
"brent","now Mommy gonna wash your legs"
"brent","Mommy gonna wash your legs"
"brent","you wanna sit down"
"brent","we sit down in the bath"
"brent","thank"
"brent","no Morgan"
"brent","sit"
"brent","come on"
"brent","sit down"
"brent","sit down"
"brent","here"
"brent","you can have that"
"brent","just sit down"
"brent","Mommy gonna wash your feet"
"brent","yeah"
"brent","Mommy gonna wash your other foot"
"brent","come on"
"brent","sit down sweetie"
"brent","here you go"
"brent","you can have that"
"brent","but Mommy wants you to sit down"
"brent","Mommy gonna rinse your hair now"
"brent","there you go"
"brent","all clean"
"brent","say all clean"
"brent","no no"
"brent","Morgan"
"brent","it's very nice that you remembered to say no before you do it but you should just quit"
"brent","Morgan don't play with that"
"brent","no"
"brent","Mommy wants to wash your bottom"
"brent","bottom"
"brent","that's right"
"brent","there we go"
"brent","Mommy gonna wash your bottom"
"brent","bottom"
"brent","that's right"
"brent","okay"
"brent","now you have a clean bottom"
"brent","come"
"brent","sit down"
"brent","what"
"brent","cup"
"brent","can you say cup"
"brent","cup"
"brent","cup"
"brent","that's right"
"brent","cup"
"brent","here's another cup"
"brent","cup"
"brent","no sit"
"brent","Morgan sit down"
"brent","thank"
"brent","sit"
"brent","that's right"
"brent","sit"
"brent","sit"
"brent","cup"
"brent","that's"
"brent","that's a star"
"brent","can you say star"
"brent","star"
"brent","it a tasty star"
"brent","no Morgan"
"brent","no Morgan"
"brent","Morgan"
"brent","Mommy doesn't want you to play with that"
"brent","play with this"
"brent","look"
"brent","play with your cup"
"brent","play with your star"
"brent","can you play xxx"
"brent","xxx"
"brent","xxx"
"brent","star"
"brent","was that fun"
"brent","no"
"brent","you can move Mommy's hand out of the way but Mommy not gonna let you play with it"
"brent","duck"
"brent","where's a duck"
"brent","there are no ducks in here"
"brent","cup"
"brent","that's a cup"
"brent","it's yellow like a duck"
"brent","but it's not a duck"
"brent","it's a cup"
"brent","this is xxx cup"
"brent","cup"
"brent","this is a star"
"brent","star"
"brent","water"
"brent","that's right"
"brent","you ready to get out"
"brent","uhoh where it go"
"brent","it went byebye"
"brent","you ready to get out"
"brent","hot"
"brent","what's hot"
"brent","there's nothing hot"
"brent","what"
"brent","okay"
"brent","are you ready to go put a diaper on and some clean clothes"
"brent","clothes"
"brent","look at the baby"
"brent","look at the clean baby"
"brent","say hi clean baby"
"brent","yeah"
"brent","hi clean baby"
"brent","kitty"
"brent","I don't see a kitty"
"brent","ball"
"brent","yes"
"brent","we will go play with the ball"
"brent","but first"
"brent","let's dry you off"
"brent","put a diaper on"
"brent","okay you wanna sit here"
"brent","wanna play with the duckie while Mommy drys you off"
"brent","there's your duck"
"brent","that's a"
"brent","that's a Daffy_duck"
"brent","can you say duck"
"brent","gonna dry your hair"
"brent","Mommy gonna dry your hair"
"brent","Mommy gonna dry your hair"
"brent","dry your hair"
"brent","duck"
"brent","that's right"
"brent","that's a duck"
"brent","what does a duck say Morgan"
"brent","what does a duck say"
"brent","yeah is that your duck"
"brent","your duck going up in the air"
"brent","Mommy gonna dry your hair"
"brent","dry your hair"
"brent","dry your hair"
"brent","there you go"
"brent","that your duck"
"brent","oh those are your feet"
"brent","can you say feet"
"brent","feet"
"brent","toes"
"brent","toes"
"brent","toes"
"brent","that's right"
"brent","toes"
"brent","those are little toes"
"brent","okay I think your hair dry sweetie"
"brent","oh bless you"
"brent","bless you"
"brent","let's dry your neck"
"brent","there you go"
"brent","dry your face"
"brent","dry your chin"
"brent","there you go"
"brent","dry under your little arm"
"brent","whoops"
"brent","and dry your feet"
"brent","sweetie"
"brent","let's put your diaper on before you go anywhere"
"brent","there you go"
"brent","let's dry your bottom"
"brent","let's dry your bottom"
"brent","there we go"
"brent","you got a clean little bottom"
"brent","let's put some stuff on it though"
"brent","uhoh"
"brent","was that cold"
"brent","there we go"
"brent","that ought_to help a little"
"brent","want some lotion"
"brent","there's some lotion on your hand"
"brent","and on your arm"
"brent","and your shoulder"
"brent","and your belly"
"brent","lotion on your belly"
"brent","how some lotion on your leg"
"brent","lotion on Morgan's leg"
"brent","had lotion on Morgan's feet and her little bitty toes"
"brent","oh is that right"
"brent","is that right"
"brent","no you lay down"
"brent","there you go"
"brent","lotion"
"brent","lotion"
"brent","let's put a little more on your belly we got too much on your leg here"
"brent","up"
"brent","hands up"
"brent","hands up"
"brent","up"
"brent","can you show Mommy up"
"brent","say up"
"brent","up"
"brent","that's right"
"brent","up"
"brent","that's right"
"brent","that's up"
"brent","can you show Mommy down"
"brent","down"
"brent","down"
"brent","yeah"
"brent","down does not mean kick Mommy"
"brent","okay"
"brent","can Mommy put the diaper on"
"brent","just hold still for a minute"
"brent","up"
"brent","Morgan show me up"
"brent","up"
"brent","hands up"
"brent","hands up"
"brent","uppie"
"brent","that's right"
"brent","show me up"
"brent","show Mommy up"
"brent","up"
"brent","up"
"brent","show me up"
"brent","up"
"brent","yes we're"
"brent","there you go"
"brent","you got your diaper on"
"brent","can I put your socks on"
"brent","here you can't have it off"
"brent","it's on"
"brent","it's staying on"
"brent","no you can't have it off"
"brent","you cannot have it off"
"brent","quit it"
"brent","oh you got a little bump on your belly"
"brent","oh darn it Morgan"
"brent","now your diaper won't stick"
"brent","now Mommy gonna have_to get another diaper"
"brent","can't wear that one anymore but you are gonna wear a diaper"
"brent","what"
"brent","does it hurt"
"brent","I think it's okay"
"brent","Mommy gonna get you another diaper"
"brent","you have_to wear a diaper"
"brent","what's that"
"brent","okay Mommy gonna get you a diaper"
"brent","you stay right there"
"brent","don't go anywhere"
"brent","Mommy just make you come right back and make you get your diaper on"
"brent","you stay there"
"brent","don't run off"
"brent","you're a funny baby aren't ya"
"brent","yeah"
"brent","you're a funny baby"
"brent","boom"
"brent","what's all that kicking about"
"brent","boom"
"brent","boom"
"brent","you like that don't you"
"brent","like to throw your feet up in the air and kick"
"brent","yeah it's fun huh"
"brent","but you still have_to have a diaper on when you do it"
"brent","come on"
"brent","ow"
"brent","ow"
"brent","Morgan"
"brent","you're so funny"
"brent","okay there you go"
"brent","just hold"
"brent","Morgan"
"brent","just for a second there while Mommy gets your diaper on"
"brent","Morgan"
"brent","there you go"
"brent","now your diaper on"
"brent","put your tee shirt on"
"brent","tee shirt"
"brent","that's right"
"brent","put your hand through please"
"brent","thank"
"brent","thank"
"brent","put your"
"brent","thank"
"brent","yeah"
"brent","can we snap up your tee shirt"
"brent","tee shirt"
"brent","that's right"
"brent","tee shirt"
"brent","touch what"
"brent","huh"
"brent","Dada outside"
"brent","Dada"
"brent","Dada"
"brent","yeah"
"brent","pattycake"
"brent","there you go"
"brent","pattycake"
"brent","pattycake"
"brent","baker's man"
"brent","bake me a cake as fast as you can"
"brent","you roll up and roll up and throw in the pan"
"brent","throw in the pan"
"brent","throw in the pan"
"brent","pan"
"brent","pan"
"brent","okay let's put your pants on"
"brent","okay"
"brent","there you go"
"brent","now you're all dressed"
"brent","you can go to bed anytime now"
"brent","it's not time to go to bed"
"brent","wait another hour"
"brent","you don't wanna get up too early in the morning"
"brent","well actually you probably do"
"brent","I don't want you to"
"brent","there you go"
"brent","you feeling all clean"
"brent","boom"
"brent","boom"
"brent","okay there you go"
"brent","sit up"
"brent","you feeling all clean now baby"
"brent","lotion"
"brent","is that the lotion"
"brent","can you say lotion"
"brent","lotion"
"brent","shampoo"
"brent","that's in the bath"
"brent","yeah"
"brent","are you being funny"
"brent","are you being funny"
"brent","you gonna climb over Mommy"
"brent","whee"
"brent","boom"
"brent","okay now what"
"brent","now what"
"brent","you're on the other side"
"brent","you're gonna climb over Mommy"
"brent","what are you doing back there"
"brent","are you just relaxing"
"brent","relaxing with your feet up"
"brent","you put your feet up and relax"
"brent","boom"
"brent","did you sit down"
"brent","where you going"
"brent","was that fun"
"brent","was that fun"
"brent","zipper"
"brent","that's right"
"brent","that's a zipper"
"brent","zipper"
"brent","zipper"
"brent","that's right"
"brent","zipper"
"brent","what a smart girl you are"
"brent","you can say zipper"
"brent","where you going babe"
"brent","boom"
"brent","you gonna go get the duck"
"brent","where's the duck"
"brent","go get the duck"
"brent","that's a diaper"
"brent","diaper"
"brent","you already have a diaper on"
"brent","thank"
"brent","Mommy doesn't need one"
"brent","thank"
"brent","what are you doing"
"brent","huh"
"brent","ow ow ow"
"brent","are you relaxing again"
"brent","goodbye"
"brent","goodbye"
"brent","you gon play ball"
"brent","where's your ball"
"brent","uhoh where it go"
"brent","it all gone"
"brent","Morgan it's all gone"
"brent","all gone"
"brent","all gone"
"brent","all gone"
"brent","where it go"
"brent","uhoh there it is"
"brent","it was just hiding"
"brent","uhoh where it go now"
"brent","it came out the other side"
"brent","where it go"
"brent","it's not in there is it"
"brent","no it's all gone"
"brent","gone"
"brent","that's right"
"brent","it went away"
"brent","go byebye"
"brent","why doesn't this fit"
"brent","xxx xxx that"
"brent","oh there you go"
"brent","uhoh"
"brent","did you drop your fork"
"brent","Mommy get it for you"
"brent","there it is"
"brent","Morgan"
"brent","no"
"brent","don't do that"
"brent","is that a good dinner"
"brent","d you drop your fork again"
"brent","oh you dropped your spoon this time"
"brent","want another bite"
"brent","bite"
"brent","mm"
"brent","bite"
"brent","that's right"
"brent","have another bite"
"brent","mm"
"brent","what a good girl you are"
"brent","mm"
"brent","that's good isn't it"
"brent","here you try"
"brent","don't push the table please"
"brent","don't do that"
"brent","mm"
"brent","yeah"
"brent","that's fun isn't it"
"brent","that's just about perfect"
"brent","look at that"
"brent","hot"
"brent","that's right"
"brent","Mommy's dinner is hot"
"brent","hot"
"brent","Morgan"
"brent","Morgan get your water out of your dinner"
"brent","come on"
"brent","thank"
"brent","mhm"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","yum yum"
"brent","www"
"brent","www"
"brent","okay are you done"
"brent","have some strawberries"
"brent","strawberries"
"brent","strawberries"
"brent","strawberry"
"brent","strawberry"
"brent","no it's not hot"
"brent","eat your strawberry"
"brent","www"
"brent","eat your strawberry"
"brent","yeah Brisco right there"
"brent","don't give her your strawberry"
"brent","mm"
"brent","pretty good"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","does that strawberry not taste good Morgan"
"brent","www"
"brent","Morgan"
"brent","Morgan"
"brent","don't feed the dog"
"brent","one at a time would be easier Morgan"
"brent","Morgan don't feed the dog"
"brent","thanks"
"brent","are you done"
"brent","no"
"brent","eat your strawberry"
"brent","eat your strawberry"
"brent","bones in that water"
"brent","hmm"
"brent","yeah"
"brent","eat your strawberry"
"brent","you like that don't you"
"brent","can you say strawberry"
"brent","there is no reason to throw that"
"brent","you ready to go outside"
"brent","I guess you're cleaning your table off"
"brent","where's your fork baby"
"brent","Morgan"
"brent","Morgan"
"brent","let's wash your face"
"brent","leave that there"
"brent","oh I see that little pocket catches more than crumbs huh"
"brent","it also catches utensils that don't make it all the way to the floor"
"brent","let's get this bib off o you"
"brent","wash you up a little bit more"
"brent","still a little sticky on the elbows"
"brent","there you go"
"brent","was that a good dinner"
"brent","was that a good dinner"
"brent","good good dinner"
"brent","good dinner"
"brent","oh come here"
"brent","where you going"
"brent","yeah I'm sure that didn't taste good"
"brent","okay"
"brent","okay there you are"
"brent","you're all clean"
"brent","let's find your hat and then we can go outside"
"brent","I know we just had it"
"brent","I know it was right here"
"brent","that"
"brent","yeah that's Mommy's water"
"brent","come on"
"brent","come on Morgan"
"brent","let's go outside"
"brent","you wanna go outside"
"brent","outside"
"brent","here's your hat"
"brent","put your hat on"
"brent","we don't want you to get a sunburn on your little head"
"brent","this little bald head"
"brent","you ready to go outside"
"brent","pull up your pants"
"brent","that had to hurt"
"brent","no"
"brent","no not a tear huh"
"brent","hold Mommy's hand"
"brent","yeah that's a ball"
"brent","let's see if we're still recording"
"brent","hello"
"brent","yes we are"
"brent","wanna hold Mommy's hand"
"brent","wanna go for a little walk"
"brent","whoops"
"brent","okay there you go"
"brent","stand back up"
"brent","come on"
"brent","hey"
"brent","step down"
"brent","good girl"
"brent","come on"
"brent","let's go for a walk"
"brent","where you going"
"brent","step up"
"brent","up"
"brent","let's go for a walk"
"brent","come on"
"brent","let's go for a walk"
"brent","come on"
"brent","rock"
"brent","that's right"
"brent","you have a rock"
"brent","come on"
"brent","let's take your rock for a walk"
"brent","come on"
"brent","that's not Brisco"
"brent","that's Sammy"
"brent","can you say Sammy"
"brent","Sammy"
"brent","Sammy"
"brent","that's right"
"brent","that's Sammy"
"brent","you gonna take Sammy across the yard"
"brent","she's not gonna let you pet her"
"brent","car"
"brent","that's right"
"brent","that's the car"
"brent","car"
"brent","car"
"brent","that's right"
"brent","come on"
"brent","let's go for a walk"
"brent","come on"
"brent","car"
"brent","that's right"
"brent","this way"
"brent","Morgan come this way"
"brent","yeah that was a kitty"
"brent","come on"
"brent","let's just walk to the end of the road"
"brent","grass"
"brent","grass"
"brent","that's right"
"brent","rock"
"brent","come on"
"brent","rock"
"brent","that's right"
"brent","that's a rock"
"brent","you can't pick up every rock on the road"
"brent","I know you're heading for that gravel"
"brent","come on"
"brent","no"
"brent","Morgan"
"brent","let's go"
"brent","hold Mommy's hand"
"brent","no"
"brent","come on"
"brent","hot"
"brent","it hot"
"brent","that hot"
"brent","yeah"
"brent","no it's not hot at all is it"
"brent","come on"
"brent","where you going"
"brent","you're just careening around the yard sweetie"
"brent","it's not hot"
"brent","come on"
"brent","it's not hot"
"brent","you don't need to touch it"
"brent","no no no no no"
"brent","no it's not hot"
"brent","come on"
"brent","no it's not hot"
"brent","it's not even warm"
"brent","come on"
"brent","let's go"
"brent","tree"
"brent","that's right"
"brent","that's a tree"
"brent","come on"
"brent","let's walk"
"brent","can you walk"
"brent","come on"
"brent","you don't need to touch the road sweetie"
"brent","it's not hot"
"brent","what is with you"
"brent","it's not hot"
"brent","no sweetie"
"brent","okay"
"brent","we're gonna walk this way"
"brent","it's not hot"
"brent","yes that's a stick"
"brent","where"
"brent","where"
"brent","there's no dog over there"
"brent","no dog"
"brent","you're imagining dogs"
"brent","no we don't eat rocks"
"brent","car"
"brent","that's right"
"brent","that's a car"
"brent","come on"
"brent","let's walk"
"brent","car"
"brent","that's right"
"brent","that's the car"
"brent","no that's not a stick"
"brent","let's go see Daddy"
"brent","Daddy"
"brent","can you say Daddy"
"brent","Dad"
"brent","come on"
"brent","Daddy"
"brent","that's right"
"brent","we're gonna go see Daddy"
"brent","stick"
"brent","we're gonna go see Daddy"
"brent","yeah Daddy"
"brent","whoops"
"brent","did you fall down"
"brent","come on"
"brent","Brisco"
"brent","is that Brisco"
"brent","Brisco"
"brent","did Brisco take your stick"
"brent","did Brisco take your stick"
"brent","let's go see Daddy"
"brent","come on"
"brent","say hi Daddy"
"brent","say hi Brittney"
"brent","say hi Brittney"
"brent","say hi Brittney"
"brent","no"
"brent","come on"
"brent","let's go see Daddy"
"brent","www"
"brent","www"
"brent","are they eating dinner"
"brent","where's Katie"
"brent","yeah you don't"
"brent","you don't have anybody here your age"
"brent","whoops"
"brent","well she's a little bit bigger than a baby"
"brent","yeah"
"brent","okay Morgan step down"
"brent","thank"
"brent","say hi Daddy"
"brent","say hi Daddy"
"brent","where's the dog"
"brent","oh yeah now you say hi to Brittney"
"brent","well Brittney got two tattoos"
"brent","that's right"
"brent","hi Brittney"
"brent","no"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","come on"
"brent","say hi Brittney"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","can you say hi Brittney"
"brent","can you say Brittney"
"brent","Brittney"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","Morgan can you say kitty"
"brent","www"
"brent","jeez"
"brent","www"
"brent","www"
"brent","that's right"
"brent","I told the dog to get off"
"brent","we're in the shade"
"brent","I think I can take that hat off"
"brent","your sweaty little head"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","yeah"
"brent","dog"
"brent","that's right Morgan"
"brent","that's a dog"
"brent","can you say Brittney"
"brent","that's Brittney"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","hi"
"brent","that's right"
"brent","say hi"
"brent","can you say Brittney"
"brent","Brittney"
"brent","www"
"brent","that's right"
"brent","Brittney"
"brent","www"
"brent","www"
"brent","you see xxx"
"brent","tree"
"brent","that's right"
"brent","that's a tree"
"brent","tree"
"brent","can you say Brittney"
"brent","Morgan this is Brittney"
"brent","Brittney"
"brent","can you say Brittney"
"brent","that's right"
"brent","Brittney"
"brent","that's Brittney"
"brent","mhm"
"brent","mhm"
"brent","hot"
"brent","is it"
"brent","are you hot"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","that your Dada"
"brent","what's he doing"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","Brittney"
"brent","that's right"
"brent","that's Brittney"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","let's go play in the grass"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","let's follow Brittney"
