"Corpus","Utterance"
"brent","then can I wash those hands"
"brent","lemme see"
"brent","there we go"
"brent","xxx wanna do"
"brent","come"
"brent","come over here"
"brent","look what I got over here"
"brent","Dillon look what I have over here"
"brent","I have a green square"
"brent","come on"
"brent","I got a green square over here"
"brent","look what else I have"
"brent","a blue circle"
"brent","I got a blue circle and a green square"
"brent","an look at what this is"
"brent","a yellow triangle"
"brent","a green square"
"brent","where's a blue circle"
"brent","and a yellow triangle"
"brent","oh"
"brent","can we stand up"
"brent","you think it will stand on top of the square"
"brent","oh what hole does it fit in"
"brent","there's the yellow"
"brent","the blue circle fits in that one"
"brent","yeah"
"brent","do you think that green square fits in that one"
"brent","there it is"
"brent","an I bet the yellow triangle fits in there"
"brent","oh"
"brent","open the door"
"brent","get all out"
"brent","what is that"
"brent","what is that noise"
"brent","oh"
"brent","close it"
"brent","close it"
"brent","wait"
"brent","I'm going to put the square in"
"brent","can you put the square in"
"brent","oh"
"brent","open it"
"brent","close it"
"brent","open"
"brent","where it go"
"brent","d it go underneath"
"brent","there it is"
"brent","oh"
"brent","where it go"
"brent","way over there again"
"brent","there it is"
"brent","oh"
"brent","back again"
"brent","there it is"
"brent","are you doing that on purpose"
"brent","I think you're doing that on purpose"
"brent","oh you put both of over there"
"brent","okay"
"brent","I know you're doing it on purpose now"
"brent","can you get from the other side"
"brent","good for you Dillon"
"brent","you figured it out"
"brent","you figured it out"
"brent","good boy"
"brent","you just can't quite reach it"
"brent","so then you go over this one"
"brent","open it"
"brent","there"
"brent","see"
"brent","up"
"brent","up"
"brent","up"
"brent","Mommy"
"brent","I think you already got it out"
"brent","it's just an empty hole there"
"brent","oh close the lid"
"brent","slam"
"brent","slam"
"brent","slam"
"brent","slam"
"brent","slam"
"brent","slam"
"brent","slam"
"brent","bam"
"brent","what are you doing silly"
"brent","slam"
"brent","are you gonna do it again"
"brent","oh"
"brent","xxx"
"brent","boom"
"brent","that's a different one"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","oh boom"
"brent","that's not quite right"
"brent","oh there you go"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","you did it"
"brent","you did it"
"brent","you made it go boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","boom"
"brent","you keep doing it"
"brent","boom"
"brent","oh"
"brent","boom"
"brent","slam again"
"brent","you make that spin"
"brent","gonna make that spin"
"brent","a b c d"
"brent","a b c d"
"brent","a b c d"
"brent","faster faster faster"
"brent","xxx"
"brent","hello Dillon"
"brent","hello"
"brent","for you"
"brent","say hi"
"brent","hello it's Dillon"
"brent","yes"
"brent","it's Nana"
"brent","Nana wants to talk to Dillon"
"brent","okay"
"brent","hi Dillon"
"brent","hi Dillon"
"brent","oh"
"brent","you gonna hang up on Nana"
"brent","is that"
"brent","I did"
"brent","please don't eat the telephone"
"brent","don't eat the telephone"
"brent","I know"
"brent","doesn't look quite the same huh"
"brent","is Dada on the phone"
"brent","Dada on the phone"
"brent","bam"
"brent","bam"
"brent","bam"
"brent","wham"
"brent","bam"
"brent","bam"
"brent","wham"
"brent","bam"
"brent","bam wham"
"brent","slam"
"brent","bam"
"brent","boom"
"brent","yeah"
"brent","oh"
"brent","oh"
"brent","oh my"
"brent","it's a zipper"
"brent","the zipper"
"brent","oh that's not what we're supposed to be playing with"
"brent","hey"
"brent","watch those feet"
"brent","watch those feet"
"brent","hold on"
"brent","oh"
"brent","okay come"
"brent","you wanna try"
"brent","try to get up"
"brent","keep trying"
"brent","you gotta do it"
"brent","not me"
"brent","keep trying"
"brent","you climb up"
"brent","climb up"
"brent","you can do it"
"brent","o"
"brent","yeah"
"brent","yeah"
"brent","oh that's not the thing to play with"
"brent","that's not a thing to play with"
"brent","yeah Dillon did it"
"brent","Dillon did it"
"brent","yeah"
"brent","yeah"
"brent","boom"
"brent","yeah"
"brent","know what else we can play with"
"brent","oh"
"brent","what are you doing"
"brent","is it Beat_on_Mom_time"
"brent","is it Beat_on_Mom_time"
"brent","what"
"brent","let go"
"brent","okay"
"brent","know what we gotta go find"
"brent","we gotta go find something"
"brent","oh"
"brent","no let go of that"
"brent","gonna practice walking"
"brent","you practice"
"brent","whoa"
"brent","let's go out"
"brent","there"
"brent","and we'll xxx xxx"
"brent","but I think I already washed my face this morning"
"brent","okay"
"brent","look what I got"
"brent","what a big ball"
"brent","there it is"
"brent","did your mother ever tell you not to play ball in the house"
"brent","hey ready"
"brent","gonna roll it to you"
"brent","gonna roll it to you"
"brent","what you wan do with it"
"brent","bounce on it"
"brent","oh"
"brent","you know what"
"brent","we're just gonna let it ring"
"brent","it's okay"
"brent","we're gonna let it ring"
"brent","we don't wanna talk this morning"
"brent","unless it's your Daddy's work"
"brent","www"
"brent","www"
"brent","www"
"brent","aw"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","Dillon it's Daddy"
"brent","say hi to Daddy"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","that was Daddy"
"brent","how's Daddy"
"brent","yeah"
"brent","yeah Daddy"
"brent","oh"
"brent","wait"
"brent","what are we doing"
"brent","Dillon you've just got yourself all"
"brent","good for you"
"brent","you haven't done that before"
"brent","bouncing"
"brent","bouncing bouncing bouncing bouncing bouncing bouncing"
"brent","bounce it real high"
"brent","whoa"
"brent","almost out of control"
"brent","left hand"
"brent","I know you like your left hand better anyway"
"brent","what are you doing"
"brent","you xxx xxx"
"brent","you were staring off into space"
"brent","oh"
"brent","what's this"
"brent","ready"
"brent","boing"
"brent","boing"
"brent","boing"
"brent","boing"
"brent","can you get it"
"brent","get this"
"brent","you can't head it"
"brent","it moves away when you head it"
"brent","hey"
"brent","where you going"
"brent","hey you"
"brent","what are you doing back there"
"brent","Dillon"
"brent","what are you doing back there"
"brent","hey"
"brent","wait a minute"
"brent","looking out the window"
"brent","yeah"
"brent","yeah"
"brent","you found where Mommy hadn't cleaned the window sill huh"
"brent","we're gonna have_to do some spring cleaning early"
"brent","that's so serious"
"brent","so serious"
"brent","yep"
"brent","yep"
"brent","I see you looking out the win"
"brent","oh what is that"
"brent","what do you see out there Dillon"
"brent","you see some trees"
"brent","you see some trees"
"brent","look at the big trucks going by"
"brent","see a truck"
"brent","yeah you see the truck"
"brent","a truck just went by"
"brent","and you can see the trees"
"brent","you see the snow"
"brent","snow's melting"
"brent","what else you see out there"
"brent","Dada"
"brent","you don't see Dada out there"
"brent","Dada's working"
"brent","Dada's not out there"
"brent","no no no no no no"
"brent","that's dirty"
"brent","Mommy gotta get that cleaned"
"brent","Mommy gotta get that cleaned before you play with that"
"brent","yuck"
"brent","yuck yuck yuck yuck yuck yuck"
"brent","yuck yuck yuck yuck yuck yuck"
"brent","oh yeah"
"brent","you gonna wash it with that"
"brent","are you gonna wash it with that"
"brent","hey kid"
"brent","hey kiddo"
"brent","what are you doing with the curtain"
"brent","no you can't have that"
"brent","that's dirty"
"brent","okay"
"brent","keep on"
"brent","you can do it"
"brent","keep going"
"brent","tadah"
"brent","Dillon did it again"
"brent","Dillon did it again"
"brent","xxx xxx xxx"
"brent","xxx"
"brent","don't hit your head like that"
"brent","who you see out there Dillon"
"brent","no"
"brent","no hitting your head"
"brent","no"
"brent","no"
"brent","hey"
"brent","that's a precious head"
"brent","no hitting it"
"brent","hog huh"
"brent","whoa"
"brent","see what happens when you push back too far"
"brent","you gotta keep your balance"
"brent","yeah you gotta keep your balance if you wanna do this standing up stuff"
"brent","yeah you've gotta keep your balance"
"brent","I caught you"
"brent","now you gotta try it all over again"
"brent","now you're back down to crawling"
"brent","gotta keep your balance"
"brent","yeah"
"brent","he did it"
"brent","ya did it"
"brent","oh get this leg up forward"
"brent","or else you're gonna fall again"
"brent","you gotta get that leg up"
"brent","there you go"
"brent","good boy"
"brent","good boy"
"brent","you got it"
"brent","you got it"
"brent","huh"
"brent","what"
"brent","whoa you almost lost it again"
"brent","oh"
"brent","no hitting your head"
"brent","no hitting your head"
"brent","no"
"brent","careful"
"brent","you're gonna drive me crazy"
"brent","I can see that"
"brent","whoa"
"brent","look at those hands"
"brent","lemme see that hand"
"brent","lemme see that hand"
"brent","boom"
"brent","ready"
"brent","I'll race ya"
"brent","come over here"
"brent","come over here"
"brent","I got you"
"brent","no no"
"brent","Dillon that's a plug"
"brent","let go"
"brent","Daddy left uh that camera out"
"brent","man you're pretty smart"
"brent","who taught you to do something like that"
"brent","who taught you to do that"
"brent","I didn't teach you to do that"
"brent","did you figure that one all out"
"brent","can you say if you're gonna put everything out of my reach I've gotta go around"
"brent","is that what you decided"
"brent","gonna put everything out of my reach"
"brent","I've gotta find a way around"
"brent","hi"
"brent","xxx"
"brent","what do you think of that"
"brent","what do you think of that"
"brent","xxx"
"brent","xxx you get there"
"brent","Mama"
"brent","you wanna try your cup"
"brent","what"
"brent","I'm right here"
"brent","I'm right here"
"brent","I just getting your square again"
"brent","and your telephone"
"brent","hey"
"brent","oh my"
"brent","oh my"
"brent","whoop"
"brent","it's over here"
"brent","there you go"
"brent","come back"
"brent","I got it right there"
"brent","can you put it in the hole"
"brent","and it comes down the spinning wheel"
"brent","spinning wheels"
"brent","okay"
"brent","okay"
"brent","I'm getting it"
"brent","we gotta wash off your tray don't we"
"brent","let's go clean off your tray"
"brent","what does that mean"
"brent","does that mean Dillon's lunch is ready"
"brent","hey"
"brent","wait a second"
"brent","I'm cleaning off your tray"
"brent","we didn't do it earlier"
"brent","Dada"
"brent","what"
"brent","tell me again"
"brent","tell me again"
"brent","alright alright"
"brent","we just gotta wait one more minute"
"brent","I know"
"brent","just almost done"
"brent","okay"
"brent","all clean"
"brent","all clean"
"brent","come"
"brent","my"
"brent","my what was all that fussing"
"brent","you see I was just cleaning that off"
"brent","yeah I was just cleaning that off"
"brent","you gotta sometimes wait just a minute right"
"brent","sometimes it's hard to do"
"brent","sometimes you just gotta wait a minute"
"brent","Mommy didn't forget you"
"brent","Mommy wouldn't forget you"
"brent","okay"
"brent","is this your Cheerio"
"brent","I'd like to know"
"brent","looks like your Cheerio"
"brent","alright"
"brent","okay baby"
"brent","have a seat"
"brent","have a seat"
"brent","xxx xxx"
"brent","yeah"
"brent","here you go"
"brent","here's a bib"
"brent","you gotta have your bib"
"brent","you know that"
"brent","and roll up a sleeve"
"brent","roll up that sleeve"
"brent","where's your tray"
"brent","nice and clean"
"brent","all clean"
"brent","okay"
"brent","xxx"
"brent","I heard ya"
"brent","here you go"
"brent","was that the first course"
"brent","first course"
"brent","second course"
"brent","oh Dillon I can't find it"
"brent","hmm"
"brent","yeah"
"brent","there it is"
"brent","there's the applesauce"
"brent","mm"
"brent","try some applesauce"
"brent","oh there it is"
"brent","else do we need"
"brent","okay"
"brent","spinning wheels"
"brent","xxx"
"brent","I hear you"
"brent","I hear you"
"brent","I hear you"
"brent","you almost done"
"brent","okay"
"brent","I'm gonna give you a piece Dillon"
"brent","see what you think of this"
"brent","okay I'm almost ready for you"
"brent","okay Dillon"
"brent","what"
"brent","is that what you said"
"brent","I think that's what you said"
"brent","what"
"brent","don't get frustrated over there"
"brent","don't get frustrated"
"brent","oh"
"brent","how you eat so fast"
"brent","wanna try a piece of that"
"brent","hey what d you think of that"
"brent","you might like it"
"brent","you never know"
"brent","xxx xxx have some milk"
"brent","see"
"brent","keep trying"
"brent","what a face"
"brent","told you it was good"
"brent","I knew you'd like it"
"brent","gonna have_to try out new shells xxx aren't we Dillon"
"brent","did you eat it all"
"brent","no choking"
"brent","that's against the rules"
"brent","I'll give you some more if you like that"
"brent","okay"
"brent","here's some more"
"brent","we'll just take the edge off right"
"brent","I'm glad you like it"
"brent","I'm glad you like it"
"brent","just getting a napkin"
"brent","okay"
"brent","got some chicken noodle"
"brent","and some applesauce"
"brent","yeah"
"brent","which do you like better"
"brent","chicken noodle or applesauce"
"brent","mm"
"brent","I see peas in it"
"brent","you like peas"
"brent","big mouth"
"brent","oh we kinda made too big mouth"
"brent","sorry"
"brent","that's a real big mouth"
"brent","okay"
"brent","take a sip"
"brent","oh you had more cookie down there huh"
"brent","what"
"brent","I see"
"brent","I see"
"brent","I gonna get ya"
"brent","okay"
"brent","is there any more down there"
"brent","any more down there we should know about"
"brent","o"
"brent","well I guess we're not doing that tonight"
"brent","we don't have the stuff"
"brent","so what do you think we can do with the"
"brent","you want some more"
"brent","you want some more"
"brent","yes please"
"brent","I like this"
"brent","please give me some more"
"brent","me and you should work on the grocery list Dillon"
"brent","oops"
"brent","I just spilled it"
"brent","oh man"
"brent","what"
"brent","this is not good Dillon"
"brent","me"
"brent","oh"
"brent","wanna try your juice now"
"brent","did you just wanna have your dinner"
"brent","it's uh four thirty already"
"brent","alright what can we do for dinner"
"brent","I know"
"brent","Dada not here"
"brent","alright what's for your dinner"
"brent","maybe it's the fresh air Dillon but something got me sneezing"
"brent","maybe it's finally we get some fresh air in the house"
"brent","think that could be it"
"brent","okay"
"brent","did you finish that"
"brent","here's another piece"
"brent","are you ready for your other piece"
"brent","eye"
"brent","eye eye eye eye eye"
"brent","Dillon"
"brent","where's Dadada"
"brent","Dadada at work"
"brent","yeah"
"brent","try to say Mama"
"brent","Mama"
"brent","Mama"
"brent","Dada"
"brent","you're right"
"brent","Dada"
"brent","oh"
"brent","hold on"
"brent","hold on"
"brent","I'm coming"
"brent","oh"
"brent","how come this stuff looks soupy and yucky"
"brent","this stuff is good though"
"brent","o"
"brent","hear that wind"
"brent","incredible wind today huh"
"brent","we were outsi"
"brent","if we were outside your hair would be blowing"
"brent","wild Dillon hair"
"brent","you like the peas"
"brent","peas"
"brent","mm mm good"
"brent","mm mm good"
"brent","you try to feed yourself"
"brent","you try to eat yourself"
"brent","oh"
"brent","god bless you"
"brent","a cough and a sneeze"
"brent","that's quite something"
"brent","you alright"
"brent","alright"
"brent","tickle tickle tickle"
"brent","tickle tickle tickle"
"brent","we wipe the nose"
"brent","d I get it"
"brent","yeah"
"brent","yeah yeah"
"brent","I don't like that cough"
"brent","where you get that cough"
"brent","you gotta send it back wherever you bought it"
"brent","here"
"brent","oh man"
"brent","o god bless you"
"brent","oh god bless you"
"brent","it's a pea"
"brent","can you eat the pea"
"brent","see that's the thing about peas"
"brent","if you're not gentle they just mush right up"
"brent","that's the thing about peas"
"brent","you gotta be careful"
"brent","they just mush under your finger"
"brent","my"
"brent","I don't think I care for that"
"brent","open up"
"brent","missed the target didn't I"
"brent","missed the target totally"
"brent","oh look at your sleeve"
"brent","guess I shoulda rolled up your sleeves better huh"
"brent","yeah"
"brent","Mommy should have rolled up your sleeve better"
"brent","that's okay"
"brent","we're not going anywhere"
"brent","we're not going anywhere"
"brent","awful lot of these peas are missing the target aren't they"
"brent","what do you think we should make get at the grocery store this week"
"brent","let's make something different Dillon"
"brent","we could do this easy enough"
"brent","peaches"
"brent","there's peaches in this chicken"
"brent","think your daddy would like that"
"brent","we'll make some rice"
"brent","alright that's one"
"brent","that looks easy"
"brent","oh you hear the boys outside don't you"
"brent","you hear the boys outside"
"brent","that's Sean"
"brent","who is it"
"brent","Sean and Ryan"
"brent","and Zachary"
"brent","you hear outside"
"brent","that was you"
"brent","you look so startled"
"brent","Sean and Ryan and Zachary out playing"
"brent","you get steadier on those feet and you can go join"
"brent","and they'll say tag along Dillon"
"brent","tag along Dillon"
"brent","I see playing up in the woods"
"brent","oh my"
"brent","I think we should start the list Dillon"
"brent","thinking of all kinds of things as we're doing this"
"brent","have any paper on you over there"
"brent","here's some"
"brent","mkay so we need"
"brent","glass cleaner"
"brent","what"
"brent","want another bite"
"brent","and get some yogurt for you"
"brent","yeah if they collect that rope out there"
"brent","that would be great"
"brent","what"
"brent","I know"
"brent","the big boys are outside"
"brent","open up"
"brent","oh oh oh oh"
"brent","Dillon I think you have more"
"brent","under your chair"
"brent","than anywhere else"
"brent","do you doubt that"
"brent","what do you think about"
"brent","turkey and apples and prunes"
"brent","yeah I'm not so sure about that one"
"brent","that one looks good"
"brent","big chicken and black banana"
"brent","that's what you said"
"brent","you singing"
"brent","yeah"
"brent","man looking at all these things are making me very very hungry"
"brent","how you"
"brent","so hungry that you'd eat your pasta"
"brent","not so much huh"
"brent","alright"
"brent","how just finishing this up and we'll be done"
"brent","yeah"
"brent","what"
"brent","oh what is that"
"brent","Mom dropped a pea on the floor"
"brent","oh man Dillon I really think there's more peas"
"brent","yeah you see too don't you"
"brent","I can say too"
"brent","oh what are you doing"
"brent","I saw you"
"brent","don't suck your thumb"
"brent","what are you doing"
"brent","you play with this one"
"brent","mm open your mouth"
"brent","mm"
"brent","here y go"
"brent","open your mouth"
"brent","yeah"
"brent","open your mouth"
"brent","oh I like that"
"brent","say I like that"
"brent","it's so scrumptious"
"brent","hey"
"brent","no flying peas"
"brent","no flying pasta"
"brent","no flying peas"
"brent","flying yogurt on the other hand"
"brent","wow d you hear that wind"
"brent","wow"
"brent","see those trees flying"
"brent","you still got some in your mouth"
"brent","oh don't use that"
"brent","you still have some in your mouth Dillon"
"brent","that's how you say it"
"brent","buddy"
"brent","say a"
"brent","you know what"
"brent","I didn't want to do it but I think we are gonna have_to go grocery shopping tomorrow"
"brent","it's not the way I wanna spend the day"
"brent","is it the way you wanna spend the day"
"brent","but we're getting down there on a few things aren't we"
"brent","okay"
"brent","let go o that silly"
"brent","here"
"brent","you look very silly with that"
"brent","uhhuh"
"brent","here take that down so you can take another bite"
"brent","take another bite"
"brent","such a slow process"
"brent","eating with you"
"brent","such a slow process"
"brent","here"
"brent","thank"
"brent","Dillon"
"brent","didn't want to ask but what we do with your juice cup"
"brent","it's not in your chair upside down is it"
"brent","oh man"
"brent","do you have a puddle o juice in your lap"
"brent","oh man I didn't know it was down there"
"brent","ew"
"brent","yuck"
"brent","oh boy"
"brent","yuck yuck yuck yuck yuck yuck yuck yuck yuck yuck"
"brent","think you dropped something"
"brent","what's that"
"brent","what is that"
"brent","you like that"
"brent","I know you do"
"brent","hmm"
"brent","I don't think your father would like that one"
"brent","just doesn't sound like something he'd like Dillon"
"brent","here"
"brent","could we have new interest in it"
"brent","wow"
"brent","I don't know Dillon"
"brent","xxx xxx sounds good"
"brent","what we need is our uh"
"brent","oh are you all done"
"brent","want this one"
"brent","you just wanna throw it over"
"brent","okay"
"brent","all done"
"brent","this one sounds easy"
"brent","okay you ready to get down"
"brent","you've hit the maximum allowed chair time"
"brent","xxx"
"brent","xxx"
"brent","why do we keep this big box in there"
"brent","my nana used to make this"
"brent","cheese rabbit"
"brent","she used to bake that all the time"
"brent","you know when Nana comes maybe we could bake that for her"
"brent","we could make that as lunch for her one day"
"brent","alright Dillon"
"brent","we're not gonna do this stuff now but we've got a lot of"
"brent","these things we need to try"
"brent","wonder if you'd like any of those"
"brent","I found it"
"brent","right there"
"brent","what are you doing"
"brent","xxx take some of your juice"
"brent","you know we gotta get rid of that bottle and we gotta use this cup now"
"brent","well"
"brent","pretty soon anyway huh"
"brent","see you can do it"
"brent","I know you can"
"brent","you do it really well sometimes"
"brent","oh boy"
"brent","Dillon where's the maid"
"brent","where the maid go"
"brent","I don't feel like doing this"
"brent","I don't feel like cleaning"
"brent","ready to get down"
"brent","look at my little boy"
"brent","okay"
"brent","we're ready to reveal all those peas"
"brent","oh my"
"brent","oh did you hear him"
"brent","yeah"
"brent","I saw him"
"brent","okay"
"brent","no boys can get down from the table"
"brent","without getting all their hands washed"
"brent","I know"
"brent","you can't get down unless you have your hands washed"
"brent","okay we gotta do the other hand"
"brent","oh it's such a hard thing huh"
"brent","where they go"
"brent","I don't see anymore"
"brent","did they go around the house"
"brent","yeah you've got all kinds o stuff in that hair"
"brent","gotta wash the eyebrow"
"brent","wash the cheek"
"brent","no food on the nose"
"brent","man you are taking a bath again tonight"
"brent","alright"
"brent","are we all clean"
"brent","it's okay"
"brent","we're all done"
"brent","we're all done"
"brent","yes you look like a wreck"
"brent","okay"
"brent","okay handsome lean back"
"brent","alright handsome lean back"
"brent","oh let's get that"
"brent","what is that"
"brent","alright"
"brent","alright come here"
"brent","come here come here come here come here come here"
"brent","you're sitting in the juice"
"brent","Dillon"
"brent","there is unidentifiable stuff stuck to you"
"brent","where did all this stuff come from"
"brent","hey I hear a rattle"
"brent","get that rattle out o there"
"brent","you give a big cough"
"brent","give a big cough and get rid of that"
"brent","huh sweetie"
"brent","you see the trees blowing"
"brent","do you see blowing"
"brent","yeah they're blowing in the wind"
"brent","the answer my Dillon"
"brent","blowing in the wind"
"brent","you must ha eaten an awful lot I think you got awful heavy"
"brent","what happened"
"brent","you got heavy on me"
"brent","yeah"
"brent","yeah"
"brent","I don't know what language"
"brent","what are you doing"
"brent","oh my"
"brent","oh my oh my"
"brent","give you kiss"
"brent","give you a kiss"
"brent","you wanna see your valentine"
"brent","think it's probably time to take down the valentine huh"
"brent","yeah"
"brent","it's not Valentines day any longer"
"brent","know what"
"brent","it's almost Saint_Patricks day"
"brent","it's your birthday first"
"brent","we'll have a birthday party and have Nana there"
"brent","and all your aunts and uncles"
"brent","what do you think"
"brent","well almost all of"
"brent","maybe your grandpa"
"brent","maybe we can get both grandpas to come"
"brent","would that be good to have both grandpas"
"brent","yeah we'll have Dada too"
"brent","Dada"
"brent","Dada at work"
"brent","hey Dillon look in that tree over there"
"brent","see the bird's nest"
"brent","man we gotta wash this screen if we're gonna have our baby standing here"
"brent","I see trees blowing"
"brent","face"
"brent","face off"
"brent","Dada"
"brent","oh Dillon I can't wait for summer"
"brent","this is making me want summer"
"brent","we're gonna have a lot of fun"
"brent","yeah we are"
"brent","we're gonna have a lot of fun this summer"
"brent","we're gonna go playing outside"
"brent","take you swimming"
"brent","yeah I'll teach you"
"brent","what else do you wanna do outside"
"brent","go camping with Aunt Terri"
"brent","yeah it's pretty dirty there isn't it Dillon"
"brent","let's go"
"brent","fly a kite"
"brent","no"
"brent","let's go"
"brent","come"
"brent","you know what"
"brent","you still have that rattle"
"brent","can you get rid of that rattle"
"brent","look how dirty your hands got Dillon"
"brent","oh my"
"brent","oh"
"brent","you know"
"brent","we're gonna have_to teach you how to do dishes I really don't like"
"brent","you wanna do dishes for me"
"brent","gimme your hand"
"brent","oh you found a new"
"brent","a new toy"
"brent","did you find a new toy"
"brent","oh"
"brent","oh my"
"brent","alright"
"brent","that was fun"
"brent","yeah you were funny"
"brent","alright let's go out here and play"
"brent","good get rid of that"
"brent","there you go"
"brent","cough that one up"
"brent","cough that one up"
"brent","alright"
"brent","I'm get your ball"
"brent","get your ball"
"brent","I got your ball and your Megablocks"
"brent","whoa watch out"
"brent","here comes the ball"
"brent","what was that"
"brent","where the ball go"
"brent","ready"
"brent","here it comes again"
"brent","aw you missed it"
"brent","okay"
"brent","I'm gonna roll it to you"
"brent","ready"
"brent","I'm gonna roll it to you"
"brent","yeah I'm gonna roll it to you"
"brent","boom off your foot"
"brent","ready"
"brent","here it comes again"
"brent","boom"
"brent","boom again"
"brent","xxx caught it yeah"
"brent","yeah"
"brent","o you rolled it back"
"brent","you got it"
"brent","let it go"
"brent","well that was good"
"brent","that was good"
"brent","oh my"
"brent","I think you just broke my ear"
"brent","ready"
"brent","boom"
"brent","I hear the boys again"
"brent","so do you"
"brent","yep they're outside"
"brent","that's Sean"
"brent","is it nice to have the windows open"
"brent","ready"
"brent","here we go"
"brent","you got it"
"brent","yeah"
"brent","yeah"
"brent","I can squeal too"
"brent","okay"
"brent","boom"
"brent","boom"
"brent","catch it"
"brent","both arms"
"brent","whoa you almost fell over"
"brent","see it bounce"
"brent","have_to play that do that"
"brent","you have_to learn how to play basketball with me okay"
"brent","I think this wind is blowing you back"
"brent","uhoh"
"brent","uhoh"
"brent","www"
"brent","www"
"brent","I don't think I heard you"
"brent","one more time"
"brent","do you know what's inside this"
"brent","what's inside this"
"brent","do you remember"
"brent","is it your blocks"
"brent","are your blocks inside there"
"brent","wait wait wait"
"brent","wanna open it"
"brent","shall we open it all the way"
"brent","oh now you see"
"brent","now you remember what's inside there"
"brent","want the tractor"
"brent","tractor right over your belly"
"brent","and a car"
"brent","put it back in"
"brent","how if we start"
"brent","and we build something up here"
"brent","see you can put this blue one over here"
"brent","and put this one on top"
"brent","and then we could put this"
"brent","the red one"
"brent","this one xxx has haystack on it"
"brent","and put that right on top"
"brent","can you get it off"
"brent","you got it off"
"brent","you got it off"
"brent","yeah"
"brent","it's a blue one"
"brent","and the red one"
"brent","and a green one"
"brent","oh you got it off again"
"brent","and what about this one"
"brent","this one a cow"
"brent","what's a cow do"
"brent","a cow goes moo"
"brent","moo"
"brent","okay this one a horsie"
"brent","neigh"
"brent","neigh"
"brent","no not again"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","well you just watch out for balloons then"
"brent","www"
"brent","www"
"brent","okay"
"brent","what are we gonna build"
"brent","you don't know"
"brent","well"
"brent","let's build"
"brent","airplane wings on this car"
"brent","you wanna do that"
"brent","how do we do that you say"
"brent","put one across like this"
"brent","how am I supposed to build the airplane wings when you pull it off"
"brent","they'll be really thick airplane wings won't they baby"
"brent","we'll put the haystack on in the middle"
"brent","does that look like airplane wings with haystacks in"
"brent","there"
"brent","see"
"brent","kinda silly looking"
"brent","think what we need to do is build up the car first"
"brent","make the car thicker"
"brent","that looks even sillier"
"brent","do you see how silly that looks"
"brent","I don't think it'll fly"
"brent","I don't think it'll"
"brent","oh man Dillon what's with the phone"
"brent","what's with the"
"brent","www"
"brent","nobody there"
"brent","xxx hang up"
"brent","we don't wanna talk to anyone anyway"
"brent","we want just me and you"
"brent","just me and you time"
"brent","I've got a cowboy hat"
"brent","now where's the cowboy"
"brent","where's the farmer's hat"
"brent","there's the farmer"
"brent","do you know where it went"
"brent","I got the bonnet"
"brent","bonnet"
"brent","I got the green peg"
"brent","I got the horse"
"brent","neigh"
"brent","neigh"
"brent","oh"
"brent","what about the red one"
"brent","red one"
"brent","a red one"
"brent","oh"
"brent","what else should we build"
"brent","let's build a bridge"
"brent","ow"
"brent","is that what you said"
"brent","ow"
"brent","well"
"brent","you gotta take these big pieces"
"brent","take off the car"
"brent","there's the car"
"brent","gotta make it big enough so the car can go under right"
"brent","yeah"
"brent","so there's"
"brent","part of a tower"
"brent","oh that's a doorway"
"brent","bridge wrecker"
"brent","Dillon"
"brent","let me have your haystack"
"brent","you take the blue one"
"brent","take the blue one"
"brent","I'll take the green one"
"brent","oh my"
"brent","you want the blue one"
"brent","this would be"
"brent","one of the most"
"brent","colorful bridges"
"brent","that you ever saw"
"brent","now we just need something to connect the top"
"brent","my Dillon bridge is falling down"
"brent","there"
"brent","see it's a bridge"
"brent","now you just need this truck"
"brent","and it goes"
"brent","through the bridge"
"brent","who's gonna be driving the truck"
"brent","god bless you"
"brent","god bless you"
"brent","god bless you"
"brent","hi"
"brent","there's Ryan"
"brent","Sean is their daddy"
"brent","oh you don't wanna pull on the curtain"
"brent","don't pull on the curtain Dillon"
"brent","xxx xxx come down"
"brent","bye"
"brent","I'm slipping"
"brent","you're slipping"
"brent","boom"
"brent","alright let's get"
"brent","let's get together here Dillon"
"brent","no pulling on any strings anymore"
"brent","where that piece go again"
"brent","man we keep on losing it"
"brent","let's just put it in the packet and just forget it"
"brent","what are you gonna do today"
"brent","what are we gonna do"
"brent","what are we gonna do"
"brent","no fussing"
"brent","no fussing no fussing no fussing"
"brent","we gotta think of something else"
"brent","gotta think of something else than playing rather than playing with that"
"brent","yeah"
"brent","say"
"brent","bye"
"brent","you know what"
"brent","Mama has to put something on her feet"
"brent","they're cold"
"brent","are your feet cold"
"brent","I noticed a lack of socks"
"brent","took your socks off"
"brent","I think the neighbors xxx burnt something"
"brent","see her waving in there"
"brent","alright"
"brent","let go"
"brent","yeah"
"brent","oh boy"
"brent","www"
"brent","www"
"brent","www"
"brent","www"
"brent","there"
"brent","xxx huh"
