"Corpus","Utterance"
"brown","do you know the name of that restaurant"
"brown","there it is"
"brown","what d you think it is"
"brown","what is that"
"brown","what kind of coat d you think it is"
"brown","raincoat"
"brown","what are those"
"brown","yes I suppose that would have_to be the bird's coat"
"brown","d you think she could get in that"
"brown","no I don't think so"
"brown","I suppose that could be here"
"brown","well perhaps"
"brown","yes"
"brown","d you see anything on there that has a beginning sound like that"
"brown","what"
"brown","I see something on that picture though"
"brown","oh what're they having Adam"
"brown","lunch where"
"brown","oh"
"brown","she's going to fall in the water"
"brown","no what are they"
"brown","you saw some at the circus"
"brown","they're having a picnic"
"brown","at the seashore"
"brown","who"
"brown","oh they'll have a picnic when the people leave"
"brown","after the seals leave I'm sorry"
"brown","where"
"brown","yes"
"brown","alright"
"brown","perhaps"
"brown","you don't want to what"
"brown","oh yes they like the water"
"brown","no I don't think they like the whales"
"brown","perhaps"
"brown","oh no"
"brown","whales are far far out"
"brown","yes"
"brown","because that's a nice place to go"
"brown","would I let you have a sandwich at the seashore"
"brown","oh yes"
"brown","and you could have some of those"
"brown","strawberries"
"brown","and what are those"
"brown","salad"
"brown","yes that's the salad"
"brown","oh yes"
"brown","and what's she feeding the baby"
"brown","and what's she eating"
"brown","what are they playing on"
"brown","because he went up so high"
"brown","no"
"brown","he's just bouncing a little on the seesaw"
"brown","because that's fun"
"brown","t is for toast and tea"
"brown","he's playing tennis"
"brown","the what"
"brown","the log"
"brown","like what"
"brown","like the little girl is doing"
"brown","your Daddy doesn't play that"
"brown","not up in the tree"
"brown","have you ever seen a telephone on a tree before"
"brown","don't you see it"
"brown","u is for umbrella"
"brown","d you see the unicorn"
"brown","look on the unicorn's head"
"brown","of the unicorn's horn"
"brown","no that's a ukelele"
"brown","no isn't a banjo round"
"brown","yes v is for what is that"
"brown","no look"
"brown","what is this"
"brown","yes"
"brown","and what is he playing"
"brown","no that's not a moon"
"brown","look at it again"
"brown","w is wedding walrus and whales"
"brown","yes"
"brown","yes"
"brown","yes sometimes it is shaped a little like that"
"brown","I think so"
"brown","what's he doing"
"brown","who's checking whom"
"brown","is checking who"
"brown","this is an x_ray"
"brown","and the little boy is peeking out"
"brown","do you think he could swallow all those things"
"brown","what d you see there"
"brown","I don't think he could really swallow those things"
"brown","that's just a little story"
"brown","what is that"
"brown","a bulb"
"brown","y is for yaks in your yard"
"brown","yes I suppose so"
"brown","we're having fun"
"brown","did you miss a page"
"brown","yes"
"brown","z is for zither and zebra"
"brown","we've finished"
"brown","wait boys don't tear the book"
"brown","d you know these letters"
"brown","g"
"brown","i"
"brown","j"
"brown","jack"
"brown","k"
"brown","bless you"
"brown","bless you"
"brown","what's this"
"brown","on a"
"brown","on roller skates"
"brown","what"
"brown","kangaroo"
"brown","that's a nice book isn't it"
"brown","oh you punch them out"
"brown","you do it like that round the edges"
"brown","careful"
"brown","see you hold it down like this"
"brown","no I don't think you need to use any paste at all do you"
"brown","I'd be most happy to do that because you were so kind to say please"
"brown","these are the things that will hold the police car and the station wagon up"
"brown","yes"
"brown","no Paul"
"brown","Paul you're just so helpful"
"brown","Paul tries to put the key in the keyhole"
"brown","here here's something for you"
"brown","alright"
"brown","well d you think it does"
"brown","you'll have_to take that and punch that out"
"brown","put your finger there"
"brown","mhm"
"brown","hmm"
"brown","is there a door"
"brown","it says fold on dotted line"
"brown","these are lines here"
"brown","see that's not a straight line"
"brown","hmm"
"brown","yes"
"brown","you have_to match these numbers"
"brown","that's three and that's three"
"brown","I'll be back in a minute Paul"
"brown","what kind of a car do you think that one is"
"brown","for carrying what"
"brown","oh are you going to let him have that Adam"
"brown","that's very nice"
"brown","well do one at a time"
"brown","yes"
"brown","what kind of bus is that"
"brown","no no no"
"brown","they'll get lost"
"brown","don't do that"
"brown","wait til you finish one and get it together"
"brown","just a minute we'll see"
"brown","oh no let's play with one for a while"
"brown","oh I see"
"brown","cross here"
"brown","to make it a little stronger"
"brown","Paul is the service station man"
"brown","ring"
"brown","hello Joe"
"brown","I've got a flat tire"
"brown","I've got a flat tire"
"brown","so you bring your jeep and fix my flat tire for me"
"brown","oh you have a tire in back"
"brown","is that for my truck"
"brown","can you pretend"
"brown","oh you changed my flat tire already"
"brown","how much d you charge me for doing that"
"brown","no I have_to pay you"
"brown","can you bring me some gas"
"brown","alright"
"brown","your wheel's about to have a flat tire"
"brown","oh no that's for something else"
"brown","for one of those other trucks"
"brown","yes I have a flat tire on my wagon there"
"brown","those wheels really go don't they"
"brown","what happens when you get a flat tire"
"brown","no not now thank"
"brown","yes you didn't change it did you"
"brown","oh what will you do with it"
"brown","not on your jeep"
"brown","yes I think it's a jeep"
"brown","no I don't think I have one"
"brown","oh Paul"
"brown","he's just a little boy"
"brown","he didn't realize that it's only paper"
"brown","trying to put this back in"
"brown","yes I have a flat tire on my trailer"
"brown","you what"
"brown","no this is my trailer"
"brown","oh alright"
"brown","you like me"
"brown","I'm glad"
"brown","that's alright"
"brown","it's still a good one"
"brown","keep it in case what"
"brown","oh alright"
"brown","you need gas"
"brown","is the airplane giving you gas"
"brown","what happened to the airplane"
"brown","is it going to the"
"brown","has to go where"
"brown","oh what light means stop"
"brown","red light"
"brown","oh I'm sorry"
"brown","your truck what"
"brown","oh no"
"brown","no you go on a green light"
"brown","you stop on a red light"
"brown","wait Mr Driver"
"brown","it's alright now"
"brown","it's alright now see"
"brown","you what"
"brown","thank Paul"
"brown","he gave me a block"
"brown","thank"
"brown","oh what're you doing to do"
"brown","oh thank"
"brown","oh that's a saw"
"brown","want this on your truck Paul"
"brown","I'm sorry"
"brown","oh I'm pretending to take the tire off"
"brown","when you go to the service station you have_to repair that one"
"brown","there's the service station"
"brown","now put a patch on it"
"brown","right there"
"brown","because there was a hole there"
"brown","oh"
"brown","I just think you need to buy some new tires"
"brown","good"
"brown","now you won't have so many flat tires"
"brown","I don't see how you could have a flat tire"
"brown","we have_to put this one up higher"
"brown","you don't have any more flat tires"
"brown","how much d you want"
"brown","oh seven dollars worth"
"brown","pay me seven"
"brown","you said seven"
"brown","you only gave me four"
"brown","how many more do I need"
"brown","you gave me four dollars"
"brown","you should have given me seven"
"brown","give me seven now"
"brown","I'll give you the four back"
"brown","count them out"
"brown","no start with one again"
"brown","you gave me seven"
"brown","alright"
"brown","oh no"
"brown","then you can't use your car anymore"
"brown","he has a book"
"brown","hello"
"brown","here's a gas station"
"brown","alright"
"brown","this is the stand for the gas station"
"brown","put it in the play so Paul won't get it"
"brown","alright"
"brown","you'll have lots_of gas"
"brown","d you wanna punch out the oil"
"brown","can you fold it back"
"brown","Adam why don't you put this over there too until you get ready to play"
"brown","yes"
"brown","no he doesn't know how to play with those things yet"
"brown","here's a sign that says what"
"brown","see those dotted lines"
"brown","what d you do to them"
"brown","that's right"
"brown","can you fold them"
"brown","one at a time"
"brown","now fold the other one back"
"brown","see he stands up by himself"
"brown","yes one at a time"
"brown","school bus"
"brown","you can take this whole page off"
"brown","this goes on the bus"
"brown","bring it over here and put it on the floor and punch it out"
"brown","oh yes"
"brown","yes you can"
"brown","yes you hold it down and put your finger on the inside"
"brown","did you get all of them out"
"brown","your police thing"
"brown","what is that"
"brown","oh I put it up here"
"brown","aren't you going to finish the bus"
"brown","what're you going to do now"
"brown","I'll help you finish the bus"
"brown","no"
"brown","alright"
"brown","alright"
"brown","we'll finish the bus"
"brown","I didn't go anyplace"
"brown","did you think Mommy was going"
"brown","alright"
"brown","yes that's the brace on the bus"
"brown","brace"
"brown","the same as the brace on the"
"brown","no brace"
"brown","part that goes across there"
"brown","are you ready to go to bed"
"brown","ready to go to bed Paul"
"brown","yes"
"brown","yes"
"brown","yes"
"brown","Adam did you hear Paul saying"
"brown","yes"
"brown","what"
"brown","where are the wheels"
"brown","you mean did she take them"
"brown","no I don't think so"
"brown","Adam did you play hey_diddle_diddle"
"brown","today at nursery school"
"brown","I don't think busses have wheels on the back do they"
"brown","yes they do"
"brown","I have_to get Paul ready for bed now and you play with this for a little while"
"brown","what happened"
"brown","I don't know"
"brown","did you lose your tire"
"brown","no"
"brown","there's the tire"
"brown","Paul did what"
"brown","what else did you do at nursery school today"
"brown","hey diddle diddle"
"brown","the cat and the fiddle"
"brown","the little dog"
"brown","and the dish ran away with the"
"brown","no"
"brown","because it's stuck through the paper"
"brown","when you have a flat tire you have_to take the wheel off"
"brown","it doesn't come off really"
"brown","we just pretend to get it off"
"brown","how would you get it back on there"
"brown","yes"
"brown","what"
"brown","Adam was a baby"
"brown","Darrel"
"brown","whose baby is he"
"brown","Ricky"
"brown","I thought was Ricky"
"brown","oh I'm sorry"
"brown","to repair it"
"brown","there's one more piece"
"brown","that tells you how vegetables grow"
"brown","d you know what that is Adam"
"brown","oh"
"brown","you had it upside down"
"brown","that looks like a mouse"
"brown","that's something you like very much"
"brown","bunny rabbits also like that"
"brown","what"
"brown","they seem to be shaped a lot alike don't they"
"brown","but they're different colors"
"brown","oh yes you can"
"brown","that's part of the puzzle the vegetable part"
"brown","oh it's alright for me to call it a puzzle"
"brown","oh yes"
"brown","it doesn't"
"brown","it seems to be fitted very securely there so that the pieces can't fall out"
"brown","you know what this is"
"brown","what part of the vegetable d you think this is"
"brown","how many of these vegetables do you know"
"brown","potato you know"
"brown","what's that"
"brown","beet"
"brown","carrot"
"brown","onions"
"brown","what's this"
"brown","cabbage"
"brown","that looks a little like lettuce"
"brown","the cabbage does"
"brown","why don't you show her what the vegetables are"
"brown","that's right they don't"
"brown","oh you're doing two at the same time"
"brown","two"
"brown","I only have two"
"brown","how'd you get eight so soon"
"brown","just punch it out"
"brown","what d you do with that"
"brown","that's right"
"brown","I'll punch some of it"
"brown","why"
"brown","you can't punch any more"
"brown","oh Adam"
"brown","what did we say about that word"
"brown","where does this go"
"brown","no Adam is working over here on this side"
"brown","here's another one"
"brown","here"
"brown","here're two"
"brown","here's another one Paul"
"brown","now what d you do"
"brown","can you get this in"
"brown","no there isn't"
"brown","it's in the drawer"
"brown","then I'll be happy for two of them"
"brown","here Paulie"
"brown","let's do the puzzle"
"brown","Adam how would I know that those are the wheels that go on here"
"brown","are those the right wheels"
"brown","is this the right wheels"
"brown","oh why isn't that the right one"
"brown","oh"
"brown","you could use another one"
"brown","what does this say"
"brown","what letter of the alphabet is that"
"brown","a b c"
"brown","don't you think you'd better put this up so Paul won't get that"
"brown","yes he does"
"brown","why not"
"brown","no no let's get this one repaired first and then we'll put them up so Paul can't reach them"
"brown","where are the wheels for the bus"
"brown","you don't have any more"
"brown","no no honey"
"brown","you're too big"
"brown","no no you're too big honey"
"brown","you'll hurt him"
"brown","he thinks he's dead"
"brown","what happens when he's dead"
"brown","what is that"
"brown","while you're doing that I'll take Paul"
"brown","no I'll see about his diaper"
"brown","I'll be right back"
"brown","alright"
"brown","oh you did"
"brown","is that what happened here"
"brown","is it alright now"
"brown","don't you want to punch some of it out"
"brown","why not"
"brown","hold it down with one hand and pull it with the other"
"brown","it's a part of the police car"
"brown","well I guess if they have_to pick some people up they put the people in there"
"brown","no if people are bad"
"brown","he was talking about President Kennedy"
"brown","yes"
"brown","oh Adam you did a very good job"
"brown","that's right"
"brown","keep your finger down"
"brown","what're you doing Paul"
"brown","I don't have any"
"brown","not on there"
"brown","oh"
"brown","one more what"
"brown","there's one right by your shoe"
"brown","I don't think those sound do t"
"brown","lazy crazy"
"brown","hazy"
"brown","mazie"
"brown","I don't see a Volkswagen"
"brown","is this a Volkswagen"
"brown","I thought this was a station wagon"
"brown","yes it looks like your brother chewed it"
"brown","there it is"
"brown","chew what"
"brown","Adam don't push him down honey"
"brown","I didn't finish that one"
"brown","watch"
"brown","that's very kind of you"
"brown","yes I haven't finished the back yet"
"brown","I had a visitor"
"brown","no I said a visitor"
"brown","a little baby who goes away and comes back when he sees me working"
"brown","careful"
"brown","a chewing boy"
"brown","he does what"
"brown","here we are Adamy"
"brown","you do"
"brown","why don't you play with those things"
"brown","here's a place where you can start"
"brown","pull that"
"brown","take your time"
"brown","what does that look like"
"brown","a what"
"brown","the center pole is wider on one side"
"brown","which side is wider"
"brown","yes I think you're right"
"brown","is that the loading gear"
"brown","I think that can make the yellow thing fly up in the air"
"brown","is it a propeller"
"brown","but the one on top of the helicopter"
"brown","no this is when you want it to fly"
"brown","you pull this back"
"brown","you let it go after you get it all the way out"
"brown","over it"
"brown","is that right"
"brown","is it put together properly"
"brown","see it goes in so that these teeth fit around this part"
"brown","now let go"
"brown","yes"
"brown","how was the fair"
"brown","yes perhaps we will later on"
"brown","when he was in North_Carolina"
"brown","you went to a circus when you came back from North_Carolina"
"brown","you saw elephants at the circus"
"brown","down Columbus Avenue"
"brown","oh no we didn't see any tigers did we"
"brown","Adam don't throw sticks"
"brown","Urs asked how old you were"
"brown","how old are you"
"brown","you don't know"
"brown","you shot what worm"
"brown","Adam don't throw the stick now"
"brown","www"
"brown","I don't have_to take any cooking equipment"
"brown","what"
"brown","has he ever seen you drinking old water"
"brown","perhaps so"
"brown","what happened"
"brown","okay when you get ready for some more"
"brown","what's an octopus"
"brown","alright"
"brown","in a few minutes"
"brown","somebody's unhappy outside"
"brown","you are"
"brown","why are you unhappy"
"brown","Paul come away from there"
"brown","no before he throws all the toys down there"
"brown","Paul come here"
"brown","isn't that what"
"brown","Paul no no"
"brown","Paul stay away away away from there"
"brown","what's a grand hat"
"brown","how do you know it's not"
"brown","can you fix it"
"brown","oh no"
"brown","what does that say"
"brown","it says four years old"
"brown","is that how old you are"
"brown","it broke"
"brown","that's alright"
"brown","why don't you move yours over near mine"
"brown","no no that's far enough"
"brown","don't you think"
"brown","Adam you're a silly"
"brown","I forgot"
"brown","it didn't seem that you needed any"
"brown","see what this is"
"brown","I suppose so"
"brown","Mr Peanut"
"brown","he's not peanut yet"
"brown","Mr Peanut"
"brown","just Mr Peanut"
"brown","you are huh"
"brown","yes you did"
"brown","let's put it over this way"
"brown","alright"
"brown","now here's one for you"
"brown","you almost what"
"brown","the winner"
"brown","Paulie"
"brown","I suppose so"
"brown","no no let him have one dear"
"brown","that's alright"
"brown","alright"
"brown","awoh"
"brown","what is that Paul"
"brown","oh my"
"brown","yes"
"brown","what did you say"
"brown","get out of your chair"
"brown","how can you play baseball on me"
"brown","it's what"
"brown","a roller"
"brown","you have"
"brown","those are blue"
"brown","what are those"
"brown","no you told him he could have that"
"brown","oh the lion jumped through the fire hoop"
"brown","eyebrows"
"brown","that's right"
"brown","it's a costume so nobody will know who you are"
"brown","come on and put your glasses on and then nobody will recognize you"
"brown","oh you're going to put them on Paul"
"brown","come on"
"brown","you don't want anyone to recognize you"
"brown","careful don't step on his finger"
"brown","who are you"
"brown","a mashed one too"
"brown","this is just a small one"
"brown","I've got one thank"
"brown","look at Urs"
"brown","no we don't"
"brown","oh who is it"
"brown","did you ask"
"brown","no we don't"
"brown","who're you"
"brown","me who"
"brown","oh"
"brown","well hi Adam"
"brown","no we just don't recognize her"
"brown","well Paul"
"brown","you going to put one on"
"brown","no"
"brown","oh my"
"brown","yes we do"
"brown","you do"
"brown","there's a blue"
"brown","Adam let him have something"
"brown","careful Adam"
"brown","you don't"
"brown","oh I'm Grace Smith"
"brown","no now who is that"
"brown","maybe you better go find out"
"brown","you put them on"
"brown","I don't have them on"
"brown","well you put them on"
"brown","now who are you"
"brown","no"
"brown","she's a circus man"
"brown","oh you're a circus man"
"brown","oh"
"brown","no no don't throw it"
"brown","I'm afraid you'll forget and throw that"
"brown","you don't throw sticks"
"brown","that's the kind of mask you wear under water"
"brown","he jumped through a hole"
"brown","no you may get hurt"
"brown","will you be careful"
"brown","it growled"
"brown","I'll go get some"
"brown","why don't you try"
"brown","oh Paul"
"brown","you blow it"
"brown","think that's a hat"
"brown","you blow it out"
"brown","Paul you're just not cooperative"
"brown","Paul doesn't like for me to put it on"
"brown","he's going to think that that's Mommy"
"brown","I don't think he wants it on Adam"
"brown","that's for decoration"
"brown","why would you do two at one time"
"brown","oh where did you see that"
"brown","here's one for you"
"brown","hmm"
"brown","yes"
"brown","this is a flower"
"brown","does it look like one"
"brown","a ring"
"brown","that's right"
"brown","that's right"
"brown","why don't you get some of your toys and play with them"
"brown","no"
"brown","why not"
"brown","don't pull"
"brown","you'll break it"
"brown","it looks like it's made out of paper"
"brown","you can make a watch"
"brown","oh this will"
"brown","oh what a pretty watch"
"brown","what time is it"
"brown","you're in my chair"
"brown","alright"
"brown","oh this is your can"
"brown","what time is it"
"brown","in the morning or in the evening"
"brown","he won't bother you"
"brown","he's all tired out"
"brown","his name is Rinny from Rin_tin_tin"
"brown","see he's just playing honey"
"brown","he doesn't want to chase you"
"brown","that's alright"
"brown","he doesn't want to bother you"
"brown","well Rinny come on in here"
"brown","is that a good song"
"brown","what were you singing"
"brown","what about all those things in that basket"
"brown","shall we just take the basket outside"
"brown","what about those things"
"brown","aren't they toys"
"brown","so it be a what"
"brown","a what"
"brown","a buttom"
"brown","what is that"
"brown","what way"
"brown","he's looking around"
"brown","you're a silly silly boy"
"brown","oh what is that"
"brown","a yoyo"
"brown","can you use it"
"brown","you put the string in here"
"brown","Paul was watching and his head was going up and down"
"brown","when you get it down you have_to jerk it a little so it will come back up"
"brown","oh yes you can"
"brown","now pull it"
"brown","no"
"brown","what're you doing over in the corner Paul"
"brown","it takes time to learn how to use it properly"
"brown","yes you did a little"
"brown","yes it's very easy to get off"
"brown","what"
"brown","what"
"brown","what does that mean"
"brown","that's the name of the toy"
"brown","yes it's my turn"
"brown","yes"
"brown","some what"
"brown","some glasses"
"brown","now pull it up"
"brown","Paul stop"
"brown","yes so it won't be difficult to get it out"
"brown","put it on your middle finger"
"brown","how did you hurt it"
"brown","because it's easier to do I think"
"brown","probably"
"brown","just pull it straight up alright"
"brown","yes that's all you have_to do"
"brown","because those are pretty colors"
"brown","oh yes I think you're getting it"
"brown","oh yes when you're learning things you have_to miss sometimes"
"brown","what"
"brown","you just what"
"brown","what kind of work do you do"
"brown","oh it's your business"
"brown","no don't pull them Adam"
"brown","good Adam"
"brown","almost"
"brown","pull the string up"
"brown","oh you have big glasses"
"brown","I think Paul would like to see you"
"brown","oh you are"
"brown","oh I'm green"
"brown","oh I don't mind"
"brown","when you take the glasses off am I still green"
"brown","Paul doesn't know what to think about you"
"brown","let him have a turn alright"
"brown","alright"
"brown","it's your turn"
"brown","that was long ago"
"brown","what light"
"brown","who's in your chair"
"brown","you did what"
"brown","you did what Adam"
"brown","did you try to open it"
"brown","I don't think that duck can drive very well"
"brown","he knocked the pig off and ran over the goat"
"brown","he's a dangerous driver"
"brown","I don't think that's sixty four"
"brown","his mother locked the door"
"brown","why"
"brown","oh no I saw it"
"brown","the duck didn't get hurt did he"
"brown","oh he doesn't know where he's driving"
"brown","no you have that and Paul is playing with that"
"brown","Paul is playing with the trailer because you had the barn"
"brown","oh I don't know"
"brown","I should think you could find a parking space almost any place"
"brown","he what"
"brown","oh now he's a very good driver"
"brown","you're caught by a fish"
"brown","is that brown one a duck too"
"brown","yes since Paul's playing with the barn"
"brown","look Adam"
"brown","yes Paul had the glasses on"
"brown","I don't think he'll let me"
"brown","yes"
"brown","how did you break your window"
"brown","what window"
"brown","where"
"brown","I don't think I understand what you're talking about"
"brown","you mean the windshield like that"
"brown","on the car"
"brown","oh yes I don't know where that is"
"brown","what light"
"brown","oh yes"
"brown","I'm sure it must be on"
"brown","you let him use that while you're driving the car"
"brown","yes"
"brown","I guess he was just measuring the string to see how long it was"
"brown","you don't want anything in there"
"brown","don't you want to look through here first"
"brown","mhm"
"brown","we need something to look at"
"brown","I didn't bring him"
"brown","he came by himself"
"brown","he came in through the open door"
"brown","Rinny no no"
"brown","Paul no no"
"brown","can you look through that hole"
"brown","no look through the hole honey"
"brown","did you see it"
"brown","it's what you call a mechanical toy yes"
"brown","no no"
"brown","it does what"
"brown","oh I suppose it's something you can make"
"brown","different things different shapes"
"brown","a what"
"brown","a fish cart"
"brown","why do you lock the animals up at night"
"brown","what kind of food d you have"
"brown","what kind is that"
"brown","I don't know what ice vanilla food is"
"brown","what is it"
"brown","let Paul have one"
"brown","can you do what"
"brown","what d you have"
"brown","some what"
"brown","what kind of food"
"brown","a what"
"brown","what kind of head"
"brown","can you"
"brown","is it now a bicycle"
"brown","some what"
"brown","yes"
"brown","some for my little baby and Ursula"
"brown","no I didn't"
"brown","alright"
"brown","what"
"brown","alright"
"brown","alright"
"brown","I have it"
"brown","it's alright"
"brown","does he want what"
"brown","kings"
"brown","what are those"
"brown","and what will the poor cow do"
"brown","you have two friends in there"
"brown","how many shapes can you make with that Adam"
"brown","that's one"
"brown","two three"
"brown","oh you mean a crown"
"brown","you mean a fish net"
"brown","oh what will she do"
"brown","poor little cow"
"brown","oh very good"
"brown","why don't you just sit on your bed"
"brown","that's a doggie isn't it"
"brown","oh he's swinging"
"brown","hello"
"brown","you do"
"brown","I've never seen you on my farm"
"brown","oh where's your farm"
"brown","oh I see"
"brown","would you like some of my salt"
"brown","you're a funny little boy"
"brown","Mr Dragon you don't like blocks"
"brown","ice"
"brown","d you get ice on the farm"
"brown","oh no that's my beard"
"brown","oh please don't Mr Dragon"
"brown","it looks like a cow but I've never seen a cow with a beard"
"brown","it's a bull"
"brown","you've never seen one of those"
"brown","oh you have so"
"brown","let's put these up first"
"brown","what did you do"
"brown","no"
"brown","because then you can't paint"
"brown","no no he's not bothering you"
"brown","he's just looking"
"brown","maybe Adam would like to paint his popsicle sticks"
"brown","here they all are"
"brown","dip the brush in paint lots_of times so it's one color"
"brown","you could do all those colors"
"brown","roll it around until you get a good color"
"brown","oh yes"
"brown","put it back in the yellow"
"brown","you get nice thick colors"
"brown","oh that's pretty Adam"
"brown","oh that's very pretty Adam"
"brown","yes that's very very pretty Adam"
"brown","no no you can't have the paint"
"brown","no I don't think he needs it"
"brown","that would spoil the paints"
"brown","it's not a tricycle stick"
"brown","it's a popsicle stick"
"brown","you did"
"brown","the people in the factory where they make the popsicles put the sticks in"
"brown","and then you eat frozen whatever it is"
"brown","and then they throw the popsicle stick away"
"brown","yes"
"brown","no they shouldn't throw it on the sidewalk at all should they"
"brown","that's where we found those"
"brown","that's right"
"brown","is that what you do"
"brown","you do it"
"brown","what kind"
"brown","you mean what color"
"brown","did you make me blue"
"brown","you may leave them there"
"brown","here's your can"
"brown","here's another one"
"brown","don't use so much water"
"brown","don't you need some color"
"brown","what is it"
"brown","that's right"
"brown","alright"
"brown","how colored they are"
"brown","why don't you count them"
"brown","it doesn't have any paint on"
"brown","why didn't you put any paint on"
"brown","wait Adam don't pull the bag in the water"
"brown","have you finished with the paint"
"brown","yes"
"brown","I'm a nice what"
"brown","oh no"
"brown","oh no"
"brown","they're alright just like dat"
"brown","what are you looking for"
"brown","that's right"
"brown","I thought you'd seen one of those before"
"brown","careful don't pull it so hard"
"brown","no no"
"brown","just write with it"
"brown","Rin"
"brown","let go"
"brown","you mean the scissors"
"brown","Rinny Rinny"
"brown","you can only use one thing at a time"
"brown","what d you mean Adam"
"brown","watch your fingers"
"brown","no no Adam"
"brown","Rinny"
"brown","what're you going to make"
"brown","he said please don't have a car run over me"
"brown","you gonna bite it to pieces Rinny"
"brown","Rinny"
"brown","go back Rinny"
"brown","it's like a foot rest"
"brown","Rinny"
"brown","what're you doing back in there"
"brown","you just can't stay out can you"
"brown","that was an accident"
"brown","honey"
"brown","no thank"
"brown","I don't know what ice vanilla is"
"brown","you mean vanilla ice"
"brown","you're building a house"
"brown","I was talking to Paul just then"
"brown","but I'm talking to you right now"
"brown","what're you doing"
"brown","no toy in your mouth Paulie"
"brown","no no"
"brown","thank"
"brown","well how will you get the blocks out when you want them"
"brown","no you may not"
"brown","if you keep every thing that she has what would she have for herself"
"brown","you what"
"brown","no I don't think his tail goes on his head"
"brown","no on the floor"
"brown","go over there so you won't jump on us"
"brown","well what're you doing"
"brown","put your pajamas the floor"
"brown","that's right"
"brown","what're you doing"
"brown","trying to break it"
"brown","why would you break it"
"brown","no no Paul can't have any"
"brown","I don't think I need money thank"
"brown","thank"
"brown","what did you buy"
"brown","how much money do you have"
"brown","how can you save your money if you put it in there"
"brown","don't you save your money in the bank"
"brown","no thank"
"brown","let's see how much money you have"
"brown","sixty dollars"
"brown","what would you do with sixty dollars"
"brown","what man"
"brown","good morning sir what could I help you with this morning"
"brown","one dollars two dollars three four five"
"brown","five dollars"
"brown","fifty"
"brown","you didn't give me enough"
"brown","I said five"
"brown","well if you don't want to buy my food then you just put it back on the shelf"
"brown","you only gave me one dollar"
"brown","alright"
"brown","you left your pocketbook"
"brown","well you should always take that because that has your money in it"
"brown","it's alright"
"brown","you paid me enough money"
"brown","you're welcome"
"brown","thank"
"brown","what d you need"
"brown","careful don't hurt Paul"
"brown","what will she have_to bring next time"
"brown","that's Adam's pocketbook"
"brown","you're going to serve us out here"
"brown","if I want some more what"
"brown","let him have the car honey"
"brown","that's one penny please"
"brown","thank"
"brown","I don't give money out in the store"
"brown","I just sell food"
"brown","is this your dollar"
"brown","alright I'll give you thirty cents back"
"brown","that's alright"
"brown","I'll sell it to you for fifty cents"
"brown","you don't have_to have a dollar"
"brown","don't you have fifty cents"
"brown","that's the biggest round one"
"brown","what"
"brown","it's in the bank"
"brown","in the bank"
"brown","mhm"
"brown","how can I give people any change"
"brown","no I don't"
"brown","yes"
"brown","if you say so"
"brown","oh really"
"brown","which one d you think I should use"
"brown","alright"
"brown","here's your pencil"
"brown","this what"
"brown","what can you make with those Adam"
"brown","did she tell you you could go in there"
"brown","that's to help you learn how to count"
"brown","number fun"
"brown","push one up"
"brown","count them"
"brown","how many"
"brown","count again"
"brown","one and one make what"
"brown","so how many should you have up"
"brown","that's right"
"brown","you should have three up"
"brown","not three more"
"brown","make it look like that one"
"brown","does it look exactly like that"
"brown","I think you've got one too many"
"brown","maybe on another page you'll use the other ones"
"brown","how many little puppies over here"
"brown","one two three four on your number fun"
"brown","one"
"brown","yes that's a bee hive"
"brown","can you make it look like that"
"brown","that's right"
"brown","count each one only once"
"brown","one two"
"brown","count this one"
"brown","two three"
"brown","how many d you need to push up"
"brown","this is six over here"
"brown","make it look like that"
"brown","like this"
"brown","how many school children will be late"
"brown","count them"
"brown","how many"
"brown","this is what eight will look like"
"brown","now all the shiny cars in a line"
"brown","I don't think that's right"
"brown","let's try it again"
"brown","but you counted that one twice"
"brown","that's only one car"
"brown","watch what you're doing"
"brown","is that what you do"
"brown","look here"
"brown","you won't have any green ones will you"
"brown","no no don't pull on the book Paulie"
"brown","oh no you're alright"
"brown","we haven't done this page"
"brown","fishes swimming count all ten"
"brown","but you didn't count this one"
"brown","that's for that one"
"brown","how many do you have up there"
"brown","count them before they run away"
"brown","no Paulie no no"
"brown","tell me how many have you found"
"brown","can you count the toys"
"brown","twenty homes are here in this town"
"brown","two red counters up all green counters down"
"brown","you have eighteen there"
"brown","did you see this"
"brown","eighteen sheep inside the gate"
"brown","red counter one green counters eight"
"brown","now we're all finished"
"brown","alright"
"brown","you do it by yourself this time"
"brown","can you count"
"brown","she's handing you something"
"brown","I don't know"
"brown","what d you think they're for"
"brown","let him look honey"
"brown","oh another one broken"
"brown","I need a new one"
"brown","what happened"
"brown","is that a large one or a small one"
"brown","a direction with this"
"brown","here's some more"
"brown","more rubber bands there"
"brown","what're you making with the long one"
"brown","what did you make"
"brown","why don't you use the small ones"
"brown","you don't have_to stretch them very far"
"brown","hmm"
"brown","mhm"
"brown","d you know what a design is"
"brown","designs are different shapes of things"
"brown","what is that you're making"
"brown","a boat"
"brown","two motor boats"
"brown","okay"
"brown","what is that you're making"
"brown","what"
"brown","oh two big boats"
"brown","I can't see"
"brown","put them around here"
"brown","a design doesn't have_to be something"
"brown","it can just be a shape that you think is pretty"
"brown","I think Paul put one on"
"brown","he wants to play with you Adam"
"brown","alright"
"brown","well let him put one on"
"brown","that's a rubber band"
"brown","yes can you think of anything else that that's like that"
